,Chromosome size,Population size,Max. gens,No. objectives,Obj. 1 name,Objective 1,Obj. 2 name,Objective 2,Time,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10
0,10,10,100,2,Time,0.541660832872584,Nodes on fire,0.0033417744668231553,4.98628306388855,"[0.20127789020487474, 0.7938714420008909, 0.4243584454594129, 0.8287422924192859, 0.4724215245606639]","[0.9261164607767002, 0.728069506019128, 0.4825042021907745, 0.8379206843805582, 0.11802509596481159]","[0.8070400794614319, 0.3374673976231001, 0.353136518541199, 0.9978841771259912, 0.6487078912688746]","[0.688720671734869, 0.9659518780487464, 0.6597012627644541, 0.5864645210311372, 0.1707890807364667]","[0.1275590481071689, 0.702993929551734, 0.3000541270604903, 0.9346036015701922, 0.720980242306615]","[0.27436212414175976, 0.3628680671949879, 0.9281743578295475, 0.9547503560678855, 0.4571339119885852]","[0.544099094871691, 0.06707146608453862, 0.5547964872520974, 0.3043073779843207, 0.8800218218730342]","[0.9942860999130876, 0.2399827883695287, 0.5970343304354395, 0.7637880856514001, 0.12165925607571082]","[0.737317013366744, 0.21772584499761338, 0.4851887397953082, 0.6744356205065979, 0.4219158170062647]","[0.6673246797010557, 0.6399264357382253, 0.24520572371491567, 0.26516961650691884, 0.05444979355487245]",LDEG,LDEG,GDEG,LDEG,GDEG,LDEG,GDEG,LDEG,LDEG,LDEG
1,10,10,100,2,Time,0.1716945942847895,Nodes on fire,0.007960662178623568,4.98628306388855,"[0.5856175604716084, 0.7544260142548191, 0.8971402832943509, 0.9188969633615935, 0.44773871621353156]","[0.03242659377497037, 0.3563909593100696, 0.8221357580210771, 0.7936838898571726, 0.7567417663391173]","[0.5200306113725335, 0.3014011019945838, 0.07771001159095559, 0.11991188172694633, 0.4186499514124947]","[0.650066390769068, 0.7180722527354008, 0.9499705427348759, 0.6384218487362009, 0.26967841691045114]","[0.6040255154042006, 0.6935068810116399, 0.7666369858288663, 0.40840407038204996, 0.8527859384790338]","[0.24258188433958083, 0.4107678663930684, 0.1991911929995983, 0.4717333512301053, 0.818578272083315]","[0.41882901734714817, 0.8164488502132503, 0.24409546180409936, 0.5723903676532613, 0.4867642268905994]","[0.09000872784149638, 0.2340958830527422, 0.5515562214134182, 0.3039218799209632, 0.8795797593710132]","[0.9381588573894815, 0.27983526531126024, 0.6092612185521452, 0.7053641828043644, 0.44182752920233626]","[0.7504804857770679, 0.3112833849383182, 0.39454968634981036, 0.2619597451277704, 0.19865280251751216]",LDEG,GDEG,LDEG,LDEG,LDEG,LDEG,GDEG,GDEG,LDEG,LDEG
2,10,10,100,2,Time,0.0034647432888863516,Nodes on fire,0.11029251851734156,4.98628306388855,"[0.4322482380370338, 0.6105762873097079, 0.7742039808227275, 0.18451530381495196, 0.4064591262849774]","[0.23082154173340363, 0.23130413927749927, 0.34519676185188275, 0.548822609957931, 0.012037449258927357]","[0.03354581906314136, 0.40556324307515834, 0.9859704719431589, 0.021225686646992314, 0.9910489347272632]","[0.9521452289004032, 0.2458242456295615, 0.027389249246108527, 0.6192390243000064, 0.3121556320799209]","[0.3976330447934543, 0.6608633843211893, 0.2382233040791294, 0.21317513292644874, 0.2507767337666422]","[0.4828114409366918, 0.3865474318595089, 0.8114696573719961, 0.9924134582797992, 0.16909897162761445]","[0.7902218802566645, 0.7149679390688435, 0.9019225015918474, 0.5929927916881553, 0.18064470903526708]","[0.8441669307320467, 0.8859750643869729, 0.86046790995997, 0.53871439801755, 0.6883686454278415]","[0.12055752099417005, 0.7464191533129197, 0.8926831365620844, 0.9705356146332702, 0.769717091276817]","[0.9679141774294892, 0.11380042115248956, 0.29735328719395504, 0.43306053550669044, 0.6500640980607318]",LDEG,LDEG,GDEG,LDEG,GDEG,GDEG,GDEG,LDEG,GDEG,LDEG
3,10,10,100,2,Time,0.012464333865334076,Nodes on fire,0.024072934639462473,4.98628306388855,"[0.18376364607206241, 0.407956154640048, 0.10269493436242716, 0.05295179382955151, 0.7017008268115402]","[0.05637176703210245, 0.005168305139100049, 0.8542971456954325, 0.30764739158595145, 0.48684574007285586]","[0.8465059694464819, 0.6669568297705132, 0.8234305877579782, 0.5741335637825926, 0.0703584596077278]","[0.632309975487509, 0.5761813034060971, 0.8660920427170071, 0.1240075535050873, 0.18602150442356125]","[0.8712205358254875, 0.6544448484192271, 0.02972486156026477, 0.9363699638583857, 0.40933728278162995]","[0.5478675662828395, 0.6361921216988234, 0.49043892852827276, 0.7762281163573221, 0.9852189621484919]","[0.8336662981969566, 0.577005377012949, 0.15950445031770744, 0.12102434141885299, 0.016040049016518787]","[0.41190859767514476, 0.6893085896812502, 0.7285275326893935, 0.631350802549953, 0.6484603856178107]","[0.2823457758436886, 0.5959200541433696, 0.5167606257949787, 0.82663133015746, 0.42252650113988055]","[0.02762034817960013, 0.1469710447546897, 0.8503819514076212, 0.94432113034445, 0.6945065698557097]",LDEG,GDEG,GDEG,LDEG,LDEG,LDEG,GDEG,LDEG,LDEG,LDEG
4,10,10,100,2,Time,0.002042885550595397,Nodes on fire,0.23491883749482934,4.98628306388855,"[0.059483818515053244, 0.2693137357140577, 0.07788579566893017, 0.9314819478459038, 0.0012888387260199252]","[0.20907689686443887, 0.4190813284714182, 0.6149437822414517, 0.18375660242876957, 0.2819646117868907]","[0.7931882792157532, 0.06692699425671433, 0.2568052017687267, 0.14521590831121234, 0.701696977276764]","[0.8674472389084519, 0.31912581690980757, 0.3032449243117774, 0.9407533634028096, 0.09446779930555793]","[0.005171132249139454, 0.7081179859802758, 0.7157011379777204, 0.0537587378391321, 0.9957048620095829]","[0.7744425586817624, 0.24383188886180274, 0.1870236379275183, 0.2896077697480677, 0.10339682772917247]","[0.7128034110504649, 0.9472266897831352, 0.8676935470926008, 0.2261659866313106, 0.1105000612072553]","[0.9693252064777597, 0.12173901178332813, 0.1844469057236766, 0.5685353652029778, 0.3464307552567992]","[0.8925381932947573, 0.04618220719113275, 0.5006369127622948, 0.7038327222200749, 0.05817798481797798]","[0.7677842069861274, 0.7092264610822383, 0.12472999420557829, 0.15023444402430275, 0.8238237212585514]",LDEG,LDEG,GDEG,LDEG,LDEG,LDEG,GDEG,LDEG,LDEG,GDEG
5,10,10,100,2,Time,0.0018890066463359556,Nodes on fire,0.3930700739497003,4.98628306388855,"[0.7218671164005575, 0.3122409396122712, 0.668782610105135, 0.34444500250047105, 0.14483362561785362]","[0.9527131400660356, 0.7709830789033641, 0.23737014980548443, 0.20831704948698204, 0.49766387756422004]","[0.21637746133687097, 0.49131902840498265, 0.15513285265886323, 0.7871799034013687, 0.6725191110420005]","[0.9761962110808257, 0.7911199805255426, 0.040890364081755615, 0.3058867883807821, 0.5848763453885204]","[0.8512299786265779, 0.14969386584963373, 0.9305455618817347, 0.2505722260561162, 0.16824681351604598]","[0.8949510634102816, 0.8902589215040854, 0.24023140079410976, 0.9811072568885907, 0.6780001899306124]","[0.7509674299501046, 0.1909460369863205, 0.6532099744101241, 0.5696286889209815, 0.6282197712249421]","[0.366454878076071, 0.8285916417901614, 0.8183828932886008, 0.6586595864579182, 0.8663713177893979]","[0.8589702915349726, 0.3428765358031344, 0.9858126916472466, 0.70232655226769, 0.727529775889827]","[0.08130484926607229, 0.9929135076276974, 0.4240595430239692, 0.7918178211148807, 0.15967283181236314]",LDEG,GDEG,GDEG,LDEG,GDEG,LDEG,GDEG,LDEG,GDEG,LDEG
6,10,10,100,2,Time,0.0017644758578883035,Nodes on fire,0.7397510720300786,4.98628306388855,"[0.6488852612078586, 0.15488208284754879, 0.7435224619987795, 0.4356077474849358, 0.4427840683386729]","[0.6117366507635162, 0.48876298468987045, 0.5527602173610604, 0.34801390680382893, 0.321340305206138]","[0.40908205456786395, 0.5948176257823419, 0.5051103101158919, 0.6519616875796829, 0.8910087130270486]","[0.40254156536786734, 0.10201785272477226, 0.9947647483112396, 0.1492679665929587, 0.7973518929347473]","[0.7516057928886581, 0.6633925915796517, 0.02323431168268486, 0.22461291045615395, 0.5295420708881076]","[0.7330612528224365, 0.921911949527577, 0.796018043220034, 0.8227392770026173, 0.0843841170512506]","[0.9134336710710971, 0.4811885796081413, 0.27406112991232445, 0.13484303664366704, 0.4271893850017464]","[0.7717919668704503, 0.2738681036674765, 0.3409784562014405, 0.7754943586597359, 0.1029484861681691]","[0.6403089058378689, 0.6983852889631165, 0.7478201821673636, 0.38093492462274403, 0.23024635817909878]","[0.5415001188620415, 0.7092611934925777, 0.42425114462875313, 0.6212449164580116, 0.086208160902142]",LDEG,LDEG,LDEG,LDEG,LDEG,LDEG,GDEG,LDEG,GDEG,LDEG
7,10,10,100,2,Time,0.09098433865386568,Nodes on fire,0.012643917856650755,4.98628306388855,"[0.15941561999078968, 0.9087695518322202, 0.5898322787629872, 0.8942508516084436, 0.21779383259484864]","[0.5378653026060605, 0.32863932540071616, 0.29837643383755963, 0.23859886315718226, 0.7465544488123892]","[0.4667425290061469, 0.41877095132261666, 0.10645386214599106, 0.9072033755921969, 0.18208088426359936]","[0.025542990931174514, 0.2487314169244198, 0.6743388201419629, 0.526427224104769, 0.18108153534414728]","[0.9515727242624535, 0.3342185915947158, 0.850677244732661, 0.8711004436078114, 0.8315064115837245]","[0.737849140438571, 0.8815851196497592, 0.48681011314433176, 0.17420280705332625, 0.3444788361916671]","[0.322770624756498, 0.9276009951574654, 0.06890582851074767, 0.8971848679198511, 0.18313415578733394]","[0.716412866993751, 0.40730819911670235, 0.10258175492555177, 0.3059011206318858, 0.07766993393100152]","[0.9886278862106419, 0.9642116660959794, 0.15845895096903573, 0.86526305336332, 0.757787651178153]","[0.6049065702827726, 0.08828896697818889, 0.9575277450379593, 0.6422874364517233, 0.2508545634134862]",LDEG,LDEG,LDEG,LDEG,GDEG,LDEG,GDEG,GDEG,LDEG,LDEG
8,10,10,100,2,Time,0.1300449796426364,Nodes on fire,0.01051583950350976,4.98628306388855,"[0.8480577494715155, 0.9839197700981169, 0.6510022825182287, 0.38918956017048423, 0.7294745841975584]","[0.7915317612063928, 0.2085265801111642, 0.22334237415836278, 0.7261889623191309, 0.07423998703724688]","[0.4206492779162563, 0.6618203637864603, 0.10824655166232888, 0.9867934513717805, 0.45560764809983545]","[0.7816217036051074, 0.43364814834713383, 0.9111298757390388, 0.7521021527831121, 0.5857989334416449]","[0.03186707593642102, 0.48054662068483356, 0.43408316624233, 0.9488458372181603, 0.383957659244044]","[0.8243213634468688, 0.8825736558575585, 0.3554633650637107, 0.21606132837289815, 0.9599557612262408]","[0.4368485313980791, 0.3034189724145365, 0.6327397992896152, 0.18606613747049983, 0.0742744679502535]","[0.5655356481231241, 0.8433599454381775, 0.1354657565975993, 0.00574330865233863, 0.5843145642652571]","[0.20452236951086045, 0.6302467499867295, 0.7982763819826217, 0.14627292912556, 0.45189417776328455]","[0.44974988338171085, 0.5530676634595505, 0.43112435290500073, 0.7779380194877655, 0.30955394405753267]",LDEG,LDEG,GDEG,LDEG,GDEG,GDEG,GDEG,LDEG,LDEG,LDEG
9,10,10,100,2,Time,0.4326629895156243,Nodes on fire,0.007285493712422819,4.98628306388855,"[0.8729606004777315, 0.7150613159718029, 0.29657440161976334, 0.8569965588843138, 0.9209217132258033]","[0.6703203280630202, 0.7593345289837176, 0.1953766057088192, 0.17209197750205096, 0.8120676093324989]","[0.3807725328076571, 0.5043216642070769, 0.953880214108257, 0.0227573848695789, 0.9358903025786807]","[0.23966469200373186, 0.1606724889841752, 0.7502082562227549, 0.03660054593607831, 0.9718492064734353]","[0.11333465777477814, 0.3710799249546013, 0.8429472183239672, 0.6848165957212706, 0.7839992056515982]","[0.7991422627663403, 0.13712669005484823, 0.6100942833401007, 0.9097660776691586, 0.8212751793901224]","[0.27149124714260464, 0.5354910528597843, 0.8168052192699189, 0.9368130424719238, 0.9055499150317581]","[0.7012840060006348, 0.502767240771506, 0.9769288698505744, 0.6835743264189017, 0.7129060484909651]","[0.06811775283191901, 0.385073514725051, 0.28086777283703035, 0.011311795761174581, 0.3315806874286903]","[0.33807280555864627, 0.5701627388355838, 0.8227560168641772, 0.24475641209654464, 0.24487369943646897]",LDEG,LDEG,LDEG,LDEG,GDEG,LDEG,LDEG,GDEG,GDEG,LDEG
