,Chromosome size,Population size,Max. gens,No. objectives,Obj. 1 name,Objective 1,Obj. 2 name,Objective 2,Time,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10
0,10,10,100,2,Time,0.07938389432732318,Nodes on fire,0.049274925826507165,4.483626127243042,"[0.38710692379710976, 0.19622722253481306, 0.8985420088868512, 0.49273577678437497, 0.32948439677306096]","[0.30081270900131285, 0.859056147502834, 0.6981335055968813, 0.5899325806257977, 0.46707501033238197]","[0.7392083852610309, 0.36788578124540294, 0.7745908312268325, 0.8222737815471004, 0.1631299525575436]","[0.1460567361177506, 0.21297973309777918, 0.24663723951213112, 0.38584962395085, 0.15525408591502277]","[0.11616969242635089, 0.38617126901335763, 0.15068031715742114, 0.7252167324667192, 0.36885001819332575]","[0.7612546170108336, 0.6522317782555993, 0.1743769090408177, 0.8358641713213935, 0.9750336041369382]","[0.3562012682244625, 0.5865322253800399, 0.8317533279075316, 0.7963744468561195, 0.34174901594542595]","[0.5744890901222739, 0.8819387409837964, 0.38600737799059204, 0.7706481185765773, 0.9276665065387639]","[0.152624083022191, 0.735554500240062, 0.3899025610303327, 0.0011727251278793593, 0.6901633001218518]","[0.22072687098104016, 0.8534695677273316, 0.3114173616636895, 0.8331795412881936, 0.6407477645175824]",LDEG,LDEG,LDEG,LDEG,GDEG,GDEG,GDEG,GDEG,LDEG,GDEG
1,10,10,100,2,Time,0.0007555045011591321,Nodes on fire,0.7821775792728549,4.483626127243042,"[0.4584023529540764, 0.4531635317242009, 0.08815281483798498, 0.8514224782799993, 0.7263111154951524]","[0.0911624310616359, 0.6093400716811231, 0.36283988151560675, 0.20382600666364237, 0.5044760973299449]","[0.8644565002801644, 0.8554938905920024, 0.2472756224685969, 0.639609353451773, 0.37034425406747307]","[0.9376797846714073, 0.6622867342721005, 0.22306014925896478, 0.5709321798577194, 0.6352171212757421]","[0.0004884994878147086, 0.7662518169189738, 0.36236604033900877, 0.3510329758039282, 0.08852457513579037]","[0.946114331163877, 0.929344867975849, 0.08721434449604759, 0.6311458524563699, 0.5479396723252099]","[0.7919083671097867, 0.26828349828840425, 0.8699378137344776, 0.5907100850470632, 0.7154750368833774]","[0.37061187520315064, 0.5231747559165263, 0.6005147731213267, 0.9367223828064697, 0.14214298788913582]","[0.8693317087844543, 0.9373839446255268, 0.7292010141590658, 0.21171635773262842, 0.4876896170354931]","[0.8218119723415028, 0.15325190031216007, 0.4058961133206601, 0.24095439997402812, 0.8252758718372737]",GDEG,GDEG,LDEG,GDEG,GDEG,GDEG,GDEG,LDEG,GDEG,GDEG
2,10,10,100,2,Time,0.09970175407449999,Nodes on fire,0.0063748180576737035,4.483626127243042,"[0.4896274708960061, 0.31489695924118377, 0.440858704448853, 0.23989952695189454, 0.6591969430766601]","[0.2698677818605124, 0.5246607858720986, 0.6395398680665467, 0.7093878234715035, 0.24709597943382156]","[0.5300008639442431, 0.2855877994085374, 0.6087527127429547, 0.025525715440586683, 0.9543546996384498]","[0.7820332831426544, 0.09695064321942848, 0.06159000333601239, 0.7539291940422511, 0.7248853149458757]","[0.1264368027001036, 0.22752060237447735, 0.4897350524594545, 0.06797226306417858, 0.5115328847095367]","[0.7786501904888493, 0.6283649121602215, 0.3849200289429, 0.3289073288933705, 0.4114969021530417]","[0.28832504916122126, 0.09524783360626343, 0.5640854415011608, 0.4079169370168181, 0.5188179374376211]","[0.47816211392658303, 0.11852078074330141, 0.9905784586822146, 0.9745015346970979, 0.3746605989869448]","[0.8176210141185863, 0.9096974417809176, 0.3190860233981192, 0.49913778542720166, 0.7986892363287976]","[0.20913644570118517, 0.685332120988689, 0.5278476893847384, 0.5999732670828525, 0.885036460044665]",LDEG,LDEG,LDEG,GDEG,LDEG,GDEG,GDEG,GDEG,GDEG,GDEG
3,10,10,100,2,Time,0.16625502512513513,Nodes on fire,0.0018125642523678653,4.483626127243042,"[0.06617345515337392, 0.8824659345635566, 0.5271694479550748, 0.3022530490352563, 0.6797101486956033]","[0.0221544347058219, 0.19294305735089512, 0.32721407462420615, 0.8331665177016978, 0.758359724797887]","[0.8470862877467421, 0.6131332100860437, 0.07826565119431239, 0.8377032147926688, 0.45544002685300644]","[0.8337306900852332, 0.0007067536657582307, 0.6781780578297337, 0.8389389993800884, 0.9009537739642176]","[0.9414395087613552, 0.2840885373010442, 0.6628208509996169, 0.8391359797920792, 0.7765955484512623]","[0.5412535247199045, 0.7526097808949452, 0.12413008954134985, 0.5800492867266389, 0.17393479392354794]","[0.3735865273321748, 0.14956297932928297, 0.5193899394548912, 0.7559774207452299, 0.8447375090169149]","[0.3861598180011876, 0.07487129004387694, 0.7616894790008569, 0.08284390972266265, 0.4424950071516408]","[0.978219143398821, 0.009032549048091032, 0.2619246834475192, 0.9948315883116869, 0.45129190125894514]","[0.39982086047485554, 0.6080562758063414, 0.7758420134740307, 0.32987360735733595, 0.10664403912244824]",LDEG,LDEG,GDEG,LDEG,GDEG,LDEG,LDEG,LDEG,LDEG,GDEG
4,10,10,100,2,Time,0.01846833716605667,Nodes on fire,0.05174179370352605,4.483626127243042,"[0.5843762139731642, 0.13087525105809905, 0.8646913408835779, 0.7927795349840346, 0.23291816988341285]","[0.2296514630671389, 0.5604491781520015, 0.5354897141186271, 0.9089407234331055, 0.44337884269726624]","[0.956563094118199, 0.2752995044890426, 0.4614770552545535, 0.7810172521282019, 0.6719337701372206]","[0.07454122225602944, 0.5594002931613363, 0.6913346530147805, 0.6837068730953454, 0.3286894664186094]","[0.23772283910725422, 0.802297778280275, 0.0034306795820103764, 0.6779650914343612, 0.39970144612943603]","[0.847537161483505, 0.2754475917812407, 0.7229938825009744, 0.1940623970568638, 0.06920064757054034]","[0.8644519632237966, 0.9544527702105121, 0.32021336033952696, 0.38105259376233624, 0.3724282062386455]","[0.5262200255256723, 0.7115202062205984, 0.4561199923532382, 0.11092523861811121, 0.7766124879229681]","[0.8037577028252836, 0.908597342480342, 0.705349452351327, 0.06784391439643145, 0.17531886611865755]","[0.09112936562054552, 0.2669548413016971, 0.961744041784004, 0.6596760328152516, 0.10077785183337207]",LDEG,GDEG,GDEG,GDEG,GDEG,LDEG,GDEG,LDEG,LDEG,GDEG
5,10,10,100,2,Time,0.0009520192374705694,Nodes on fire,0.7496026268974841,4.483626127243042,"[0.5152155592365316, 0.5414635891041467, 0.7705841548410567, 0.3897290591206125, 0.45431689085762816]","[0.19854530625506728, 0.45274899397870183, 0.38971630680241354, 0.04547177447299788, 0.08319802985204794]","[0.2675009018125474, 0.1757065160993877, 0.7809955611564615, 0.7659179838188063, 0.03607627660211088]","[0.3377758233574222, 0.444262262227035, 0.46884821758355977, 0.13910812039917975, 0.593460310367478]","[0.38634369433933236, 0.4245164718876995, 0.3820556563181502, 0.3715334001932439, 0.05548495259963904]","[0.5297652397991074, 0.9123157999357602, 0.18987665009461474, 0.12367159386655535, 0.7059762576983777]","[0.02245543007589612, 0.9214691582750183, 0.789167422519071, 0.342521884000369, 0.45148388284208596]","[0.8292061632244088, 0.23444400327033632, 0.7829446624695445, 0.9528201220046104, 0.4471863225877606]","[0.8745940801105577, 0.3670361443891449, 0.7600994302947259, 0.5236463858433299, 0.4823428562165487]","[0.9850792263911063, 0.036547679857355075, 0.8578242281802974, 0.921766496375184, 0.1701281418704399]",GDEG,LDEG,GDEG,GDEG,GDEG,LDEG,GDEG,LDEG,GDEG,GDEG
6,10,10,100,2,Time,0.5107391750880254,Nodes on fire,0.0009091611778665465,4.483626127243042,"[0.8227819481859043, 0.9426960141529891, 0.1445284889515016, 0.03432188501087041, 0.5535123795339449]","[0.07847654480368782, 0.5288907974124768, 0.16533731190475132, 0.8529562421208222, 0.8329609361227522]","[0.2800369748512018, 0.5943938370365746, 0.47497515310071936, 0.5711585927723773, 0.14223388157395922]","[0.6158473360029334, 0.7608480332939237, 0.4902697080981221, 0.7256665416719177, 0.5880600559691592]","[0.74790232671705, 0.07435620922047292, 0.10572676207294474, 0.7621142140244377, 0.9783792224029912]","[0.5399934666947794, 0.09831471636840494, 0.5221388829248982, 0.5804393597556364, 0.37069769952132303]","[0.7184325890396615, 0.7805771601071365, 0.7597069337004636, 0.008479003722208, 0.07498995681953424]","[0.20600694549501364, 0.008440103613711059, 0.0871085895817989, 0.6991625995386366, 0.1441478561819659]","[0.3789917610742597, 0.6769095403376636, 0.8562228794917376, 0.41668168720550947, 0.26510691538950826]","[0.7083321603990779, 0.8887778883839106, 0.20680321683903236, 0.6103859513992533, 0.8124627509685659]",LDEG,LDEG,GDEG,GDEG,LDEG,LDEG,GDEG,LDEG,GDEG,GDEG
7,10,10,100,2,Time,0.004819435062148991,Nodes on fire,0.0674707162839222,4.483626127243042,"[0.49952980184463336, 0.4040218986982226, 0.5335574608123518, 0.45593655554195933, 0.5386051461022943]","[0.2052565539031047, 0.6639796347025971, 0.6383027802059711, 0.24751803870501277, 0.6564670107145294]","[0.3869731196288648, 0.824850968789429, 0.9913320380008722, 0.3553795203122836, 0.5784934482176267]","[0.9513970120519396, 0.016353019693937876, 0.5321683290184072, 0.22718636192277475, 0.5532903460228138]","[0.04945494230247249, 0.7020593942198765, 0.8586176086241666, 0.6174941872768656, 0.4939618180429395]","[0.6353297379654907, 0.660627055510113, 0.9431666667151207, 0.998727785171456, 0.05977605834196631]","[0.3740636570321578, 0.7987648294355605, 0.4251097698488442, 0.49436188832706407, 0.6204466152064015]","[0.008881917705054865, 0.11845291915280198, 0.1302879500830244, 0.18195369849516252, 0.9377538317931428]","[0.3982318846521208, 0.33263211139372995, 0.5982443896661835, 0.48163527579797005, 0.240785659974174]","[0.954577487218409, 0.21125712159359167, 0.747434181067227, 0.9506046581478963, 0.43831542208053476]",LDEG,LDEG,LDEG,LDEG,GDEG,GDEG,GDEG,LDEG,LDEG,GDEG
8,10,10,100,2,Time,0.0012325059073527989,Nodes on fire,0.11912933559891792,4.483626127243042,"[0.7256349448324532, 0.8310736311116824, 0.853015658175221, 0.49642271226339707, 0.7970837153280661]","[0.5026261018385785, 0.6350148106669509, 0.21039936321364772, 0.509865014686291, 0.2882057891572045]","[0.7500563402146624, 0.25667003445474246, 0.36681321752054485, 0.4943845572280118, 0.5842447088513256]","[0.03169434890425893, 0.0770400674568067, 0.3676678392638669, 0.9615373295041751, 0.020006308959323094]","[0.26270045392586505, 0.11090960371165981, 0.9160035889659446, 0.1613116572348664, 0.1888748621234525]","[0.5679702315693287, 0.3788998484058018, 0.35074822648100357, 0.8000244043206323, 0.9509219720672217]","[0.8017417105180731, 0.2326357406600541, 0.8977607060743764, 0.8341055172212877, 0.5052439733495241]","[0.2570439449228996, 0.3741713121889144, 0.5489461851361525, 0.15966720059012662, 0.300607058379214]","[0.5223204239203376, 0.7286423958459848, 0.86919508968636, 0.8025393628329761, 0.02694370748061048]","[0.6142537467955625, 0.4171849266968882, 0.3680067071466093, 0.1638654865126894, 0.9453351716705809]",GDEG,GDEG,GDEG,GDEG,GDEG,LDEG,GDEG,GDEG,GDEG,GDEG
