,Chromosome size,Population size,Max. gens,No. objectives,Obj. 1 name,Objective 1,Obj. 2 name,Objective 2,Time,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10
0,10,10,100,2,Time,0.00620884898029872,Nodes on fire,0.0020238658865234793,5.525321960449219,"[0.9126557646613109, 0.48247212468089584, 0.24638891430148402, 0.537881845862236, 0.253182767248729]","[0.9370596731401584, 0.820567021675023, 0.24336742912633347, 0.5571044835120545, 0.8338196654355061]","[0.7731976393356722, 0.1303456738165535, 0.05028124935053935, 0.7668476328817222, 0.9221846838429786]","[0.0814068687686268, 0.6905968950546539, 0.42756473851196974, 0.931083090807608, 0.18519802938789054]","[0.7306996227085998, 0.18564060668180848, 0.4135480325083155, 0.7001698571881293, 0.6854077981273463]","[0.8040456140248317, 0.9159021959329252, 0.612068220472288, 0.2913484693704106, 0.09683502531555999]","[0.39018422270921815, 0.18934638451213093, 0.33042044300749207, 0.908870119597209, 0.10659745477753257]","[0.4528304034433054, 0.030103511224807145, 0.022073725493042207, 0.6851843447632104, 0.5556735949241368]","[0.047577960508867645, 0.06242985857578043, 0.18990520775735187, 0.5923462798904069, 0.755086576878486]","[0.008631495947092449, 0.7645703670833772, 0.08745777837425239, 0.5731468755967649, 0.49669401811784164]",GDEG,LDEG,GDEG,LDEG,LDEG,LDEG,GDEG,LDEG,GDEG,LDEG
1,10,10,100,2,Time,0.7693277703466186,Nodes on fire,0.00013289264640159448,5.525321960449219,"[0.24753601209482223, 0.8026508536031028, 0.5882904195156908, 0.42930269961310996, 0.09556563972450827]","[0.15722763903075876, 0.7365279997613638, 0.30150126936031496, 0.5255700818647517, 0.319224114790176]","[0.5310009141674612, 0.6718258838120006, 0.8753998942655075, 0.5253780244964118, 0.17333619031338343]","[0.9216133303142928, 0.40567779441558405, 0.3548976753913491, 0.9796462578629874, 0.474237435713336]","[0.5772619723682576, 0.1818509916874742, 0.8875482424034994, 0.309252225888927, 0.8657881552023365]","[0.12442433075716952, 0.5331883340049604, 0.5819929889430981, 0.13192724512466103, 0.15170532145937166]","[0.6364908523725517, 0.9014663178932146, 0.07339343232615014, 0.4076693978350001, 0.6590745238238112]","[0.5398404576590611, 0.3019994096959764, 0.25907692195648835, 0.625538207165759, 0.8370310141527768]","[0.26338335805664614, 0.7439951414551813, 0.3396143925436028, 0.2118909716481665, 0.8528628508537077]","[0.20007086008332553, 0.5488480444483513, 0.0838282866682245, 0.28168911764644855, 0.7654700856380307]",GDEG,GDEG,GDEG,GDEG,LDEG,LDEG,GDEG,LDEG,GDEG,GDEG
2,10,10,100,2,Time,0.0028997369780638937,Nodes on fire,0.5464367300114039,5.525321960449219,"[0.1754304493977854, 0.8331692283787326, 0.6150123584521028, 0.2620994104837434, 0.8650637446080165]","[0.18357595812678718, 0.9275263779432792, 0.5440226194268045, 0.1623618601990101, 0.4138650051358189]","[0.5928018478637285, 0.6405362955649462, 0.7092435470103788, 0.8154329124093478, 0.2940795961046587]","[0.2592788613742186, 0.42539834762431694, 0.6923858791899397, 0.7486195522893314, 0.6685097032856123]","[0.43520470871271755, 0.10938929916692552, 0.13256539511600474, 0.97454904990387, 0.3642095256272563]","[0.8476369369614412, 0.706632596669931, 0.032608626374107996, 0.5350236601496566, 0.29403222212983204]","[0.791331596307422, 0.6368311403241169, 0.3105713230496686, 0.2468641120918892, 0.47213029503639525]","[0.8426174722481449, 0.7026849648002944, 0.4119450824438129, 0.9397517229428675, 0.9924488954711229]","[0.8585901946019047, 0.19697418470737793, 0.16540471933476408, 0.05172485155509676, 0.09805289192359601]","[0.873555287464179, 0.8686403651999435, 0.3762233225966495, 0.6295351006890119, 0.9633682649601776]",GDEG,LDEG,GDEG,GDEG,LDEG,LDEG,GDEG,GDEG,GDEG,LDEG
3,10,10,100,2,Time,0.006174615451379761,Nodes on fire,0.17461433776248636,5.525321960449219,"[0.2703208284691462, 0.5383901283300662, 0.12389982679601175, 0.8637971330643864, 0.058589142810601125]","[0.295031645930687, 0.9594339457091776, 0.6058860679857798, 0.432136327899144, 0.9830965743491568]","[0.041906289136804054, 0.2974478293726899, 0.6004597619671915, 0.8914228504096315, 0.7037491865572404]","[0.6458031155956205, 0.6896258653788534, 0.5793924680209238, 0.42384672742026386, 0.4344613051752223]","[0.5241906668258214, 0.6875331428338444, 0.9670490161553609, 0.5377968332223525, 0.4048646672659171]","[0.7270389647565131, 0.9331858543478182, 0.8335527000895689, 0.6414929105059729, 0.39772054623952535]","[0.01525102568200476, 0.9645613271963785, 0.7776887117096472, 0.861265757490052, 0.714473200226669]","[0.31752851565875717, 0.6881554370282519, 0.8271937217470321, 0.719673737715357, 0.8582695951573173]","[0.8520622753800297, 0.3068911526216246, 0.3436874176167666, 0.8982113628220593, 0.34126137877366747]","[0.8938598402014214, 0.8957690060155973, 0.05975747891688288, 0.5587290954681341, 0.44055971996249943]",GDEG,GDEG,LDEG,LDEG,LDEG,LDEG,GDEG,GDEG,LDEG,LDEG
4,10,10,100,2,Time,0.5056482482079507,Nodes on fire,0.00017422048735660223,5.525321960449219,"[0.338053445726187, 0.38792443799083176, 0.5358626323650963, 0.2668527955252509, 0.4215747856602945]","[0.16681013084468366, 0.9780510970960113, 0.27880045103471585, 0.3870499963406556, 0.5519870062600974]","[0.5050108819964685, 0.4956593684305236, 0.8090828338414866, 0.6476176210042996, 0.34632886991891043]","[0.6878245563708779, 0.9742961491163991, 0.15590636894669652, 0.01692844029665519, 0.6522550162474491]","[0.1778477973590714, 0.10915088297191533, 0.9678294130485797, 0.19409527315330322, 0.46504311837672274]","[0.8951230137023976, 0.4669436742566647, 0.6868114006811947, 0.14248898298610424, 0.47394801718546686]","[0.6593090668633529, 0.43353528454095014, 0.2289811008091457, 0.5936977474479208, 0.3066540696793546]","[0.7730359794798893, 0.7289977362866285, 0.8128162636297042, 0.5365747366065554, 0.6810875550485868]","[0.03741037620519183, 0.7979307739089742, 0.1434569845114051, 0.08284793436319515, 0.5412111243802304]","[0.5500464445213072, 0.12574086679334728, 0.5053869715010595, 0.7360759795835523, 0.700357987324211]",GDEG,GDEG,GDEG,GDEG,LDEG,LDEG,GDEG,GDEG,GDEG,LDEG
5,10,10,100,2,Time,0.0043068981723469735,Nodes on fire,0.21068656490675675,5.525321960449219,"[0.8273337644808729, 0.8682875773705456, 0.8576788498585508, 0.7760838239637466, 0.32931223384525643]","[0.1362253086085189, 0.475783080842778, 0.12712397361714345, 0.75296991987847, 0.8058002296515229]","[0.04363119383801939, 0.25018165922544744, 0.7756276861286184, 0.1652992947626496, 0.1276221889828283]","[0.25378017005773923, 0.3961020263977013, 0.27367498793818923, 0.2882982039088984, 0.014643521598022957]","[0.01235760197807978, 0.4978150911735264, 0.7725247357673048, 0.9285703466819641, 0.36853533913240555]","[0.9480004533344901, 0.5909431968610117, 0.14349731275816857, 0.6471992459546151, 0.996328829091676]","[0.008235333697754976, 0.9455483196075594, 0.48050358227683254, 0.17629356297330223, 0.881761424864361]","[0.07763112827252772, 0.34152440843730525, 0.3087637750307798, 0.18616562086920752, 0.3645901744172918]","[0.7191802408647964, 0.798104109757743, 0.7053783114100647, 0.8959859626300997, 0.057959246083599814]","[0.32048910005527553, 0.7757411315182245, 0.7066290828965103, 0.23286419014241477, 0.6801708261745076]",GDEG,GDEG,GDEG,LDEG,GDEG,GDEG,GDEG,GDEG,GDEG,LDEG
