,Chromosome size,Population size,Max. gens,No. objectives,Obj. 1 name,Objective 1,Obj. 2 name,Objective 2,Time,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10
0,10,10,100,2,Time,0.00857774516185561,Nodes on fire,0.24051008049710243,4.5312018394470215,"[0.876397831217012, 0.6480047638290264, 0.8041758972475999, 0.8227966497002723, 0.4719552549611329]","[0.8362928895094301, 0.25520008036297337, 0.13207612217974918, 0.028526141281926765, 0.04752851463191565]","[0.9314945082479883, 0.4274129287210239, 0.1363676069520593, 0.6634144343532645, 0.08469475506408541]","[0.7748309520569919, 0.48218681866250745, 0.1675251360811979, 0.07529355021164397, 0.8460425588574424]","[0.21517346557172246, 0.5557702005714545, 0.3891061940752252, 0.08257080043976428, 0.40226172797208615]","[0.011599443599588977, 0.570417363207526, 0.4745437809606007, 0.8156068106573315, 0.27125804687014266]","[0.394227272512381, 0.2735313093807237, 0.4487045617722698, 0.029433822139157573, 0.8479918893666204]","[0.5870098135767371, 0.42153948985606793, 0.15975833238558257, 0.5813467207776584, 0.7741764661448716]","[0.7319582234919761, 0.032028929350433666, 0.7182574939995828, 0.04001811289144597, 0.8224355575193163]","[0.8915264491587119, 0.16451216331941765, 0.9509364254738666, 0.9446612962881612, 0.7182454684322633]",LDEG,GDEG,LDEG,GDEG,GDEG,GDEG,LDEG,GDEG,GDEG,GDEG
1,10,10,100,2,Time,0.049431866962891924,Nodes on fire,0.03303561538355482,4.5312018394470215,"[0.5041530062955143, 0.34602978984714994, 0.07145556421583388, 0.19865256014426047, 0.7164716640477516]","[0.5202017343947126, 0.7169511644651032, 0.03137587051501767, 0.6826299138532979, 0.43928032798134464]","[0.6049306380468024, 0.6038294749536385, 0.6075029334421848, 0.09524007205109375, 0.6809118525757362]","[0.7526526463055306, 0.35627376003996025, 0.5323447584577142, 0.8783055468779759, 0.14612668779087057]","[0.0735743321433826, 0.578303659187179, 0.29797468939394234, 0.7962770544715712, 0.007578878058739913]","[0.6048940921733836, 0.14910148091752973, 0.4404288776890374, 0.41622939695414607, 0.7904680905616567]","[0.7900072827691631, 0.736696011962627, 0.5684379821931858, 0.2714332870423186, 0.8506997453879004]","[0.06910756773190774, 0.30494348214451694, 0.5561846175461678, 0.9113222262858205, 0.47013659397986696]","[0.09923740312989127, 0.848296374285152, 0.9618293044948795, 0.7476144635762886, 0.5643774403193444]","[0.9588421409656123, 0.6854514722404177, 0.8115149554265243, 0.5420169302215017, 0.0643758504346782]",GDEG,LDEG,LDEG,LDEG,GDEG,GDEG,LDEG,GDEG,LDEG,LDEG
2,10,10,100,2,Time,0.0002635907819963368,Nodes on fire,0.27976626817856487,4.5312018394470215,"[0.11246248115013002, 0.5746540964352707, 0.8322299774369915, 0.28607636826755145, 0.06411264199641198]","[0.17669537041855898, 0.250113684684683, 0.03270526670474405, 0.25210220155789753, 0.18713732898147428]","[0.08312523918534331, 0.845984726410911, 0.7820497225827566, 0.5102668456459257, 0.6564319237722068]","[0.9790620561976872, 0.20557901390620892, 0.12594998904692378, 0.3350844490963796, 0.4316133392656505]","[0.9261988229196677, 0.16769812843407028, 0.7073896254674468, 0.4113731199030831, 0.9871971238886607]","[0.834537341047287, 0.26769674233364327, 0.3049849786942066, 0.3912091755748188, 0.9115298523562729]","[0.01690073907782441, 0.08662934441910985, 0.15051341118161887, 0.6791283961867871, 0.9279742010529424]","[0.6833219548054604, 0.33590725519614817, 0.26680358379184155, 0.3651426083807696, 0.8081384607049766]","[0.36997487996629685, 0.8197422690139937, 0.8972700005364987, 0.11752386025909989, 0.4104075639426732]","[0.8625038356839279, 0.7161474198546439, 0.16547468317024738, 0.0005764152411052992, 0.742195129498822]",GDEG,GDEG,LDEG,LDEG,LDEG,LDEG,GDEG,GDEG,GDEG,GDEG
3,10,10,100,2,Time,0.21417457565270193,Nodes on fire,0.006513586654533499,4.5312018394470215,"[0.1037982032389323, 0.8383940048122882, 0.9091442737406209, 0.35968462171685933, 0.9035479098497817]","[0.7503847589586234, 0.16117578628757867, 0.41862189856045695, 0.2386139123012354, 0.9155683092974907]","[0.8540230023044945, 0.24827588167000425, 0.8965909684981855, 0.6535575579782839, 0.40102526299676167]","[0.6964887640022537, 0.6548747227327956, 0.2350590145639323, 0.971161285556882, 0.615189978827341]","[0.4553584721987377, 0.9369892831891427, 0.7738982534611949, 0.9780086253028825, 0.46178653473449127]","[0.6373354778551096, 0.27542692652176903, 0.21475230750115115, 0.38672410887707187, 0.06864898975577371]","[0.4237903247638293, 0.1974845636028505, 0.3918531503228976, 0.9229649774187294, 0.005780741670480483]","[0.3446975093778045, 0.18830893461924203, 0.2127797068257733, 0.9436112609719783, 0.4373428485114871]","[0.2403584801355193, 0.020741644047954644, 0.08150580196875412, 0.32429730921363, 0.17985880991329728]","[0.7899003061474814, 0.2947223447847138, 0.9379650728530196, 0.7108013383775108, 0.7874988759341165]",LDEG,GDEG,LDEG,GDEG,LDEG,GDEG,GDEG,GDEG,GDEG,GDEG
4,10,10,100,2,Time,0.050352496949980896,Nodes on fire,0.006830470221551144,4.5312018394470215,"[0.2954971260110044, 0.4243553763678951, 0.41037477181380444, 0.9994966665109765, 0.6848138768457018]","[0.17138916526055947, 0.9363540835599202, 0.28329524168582265, 0.1463413764223963, 0.3298452101491123]","[0.44724278651680116, 0.7254185668190343, 0.3362574260927518, 0.5898698336495728, 0.39368424285715253]","[0.09802012889639644, 0.48413391268122474, 0.8052523738606018, 0.4209111186755544, 0.7546572593716364]","[0.8152263821168401, 0.5266203063528427, 0.23442976030915175, 0.6861919021201922, 0.8272781100792973]","[0.44623800194145713, 0.6995668867145394, 0.12467643207267554, 0.696661613091913, 0.9468483174334582]","[0.46034216591215715, 0.07655301504452128, 0.1300094459469877, 0.614609531937014, 0.9023328680761308]","[0.046318212441662565, 0.9521408056521505, 0.88803719300774, 0.06477392975709084, 0.7242116640213099]","[0.8677768567251068, 0.20965496952800622, 0.8041474830216312, 0.04735663921279376, 0.5187630740993069]","[0.49601055105928527, 0.521288376963979, 0.19317268789069408, 0.614117749352051, 0.5114521116762307]",LDEG,GDEG,LDEG,LDEG,GDEG,GDEG,LDEG,GDEG,LDEG,LDEG
5,10,10,100,2,Time,0.40438614397619643,Nodes on fire,0.004238957029574775,4.5312018394470215,"[0.661620523717252, 0.6023323936506761, 0.7318234448181196, 0.4906292238879666, 0.13574885815497606]","[0.8135498730205312, 0.9206256953332688, 0.2740816144328101, 0.4851566514538451, 0.08231504703112302]","[0.8624850332490465, 0.33973385784459353, 0.7563137547070872, 0.23202792398360528, 0.12374573980000092]","[0.19843999403720458, 0.4668022827605115, 0.42007882301970334, 0.20294887624602265, 0.29192049239454576]","[0.5770176987090554, 0.4531788769096283, 0.46068422691789146, 0.5662985690009527, 0.3926967427551954]","[0.2588632303013765, 0.49908835981161437, 0.20340457203745188, 0.5385782697891508, 0.4512889822378363]","[0.29917960695078005, 0.31023920461122667, 0.7665103197338176, 0.47982563667167877, 0.3927125459145757]","[0.43828313926029727, 0.4160537177249565, 0.6259044115421623, 0.21607508358578087, 0.9025786139228782]","[0.9136465077736733, 0.01523356967955547, 0.23672130699801508, 0.033626183874851945, 0.38981359023757545]","[0.7044664208914354, 0.8835374210222189, 0.5838299833111753, 0.08140457255590472, 0.2732417856746405]",LDEG,GDEG,LDEG,GDEG,LDEG,LDEG,GDEG,GDEG,GDEG,GDEG
6,10,10,100,2,Time,0.025035800224424865,Nodes on fire,0.2007613076296899,4.5312018394470215,"[0.6553477104102887, 0.9269687408059404, 0.1489692663483222, 0.4460845866610912, 0.1680131388395507]","[0.8837204016576169, 0.23314216756358785, 0.2635442072501524, 0.5975848725594057, 0.833579485334195]","[0.8454679177737142, 0.9506786981110614, 0.5075455178849719, 0.8189831121581403, 0.35525823969458814]","[0.027833675044677153, 0.31958615625705344, 0.8560337001159006, 0.9213775740824297, 0.8094502101359798]","[0.15761467249890615, 0.6939806937723411, 0.8935037830268273, 0.1474530917948509, 0.35535521528623304]","[0.41257768678760387, 0.3725885437061688, 0.22406057575180027, 0.7406360530601382, 0.9859694865213798]","[0.00033261397406458837, 0.1743408344143308, 0.8598736749123904, 0.8544024744129518, 0.2434193332883996]","[0.2782975455156832, 0.016479871705375015, 0.4441670042900513, 0.6913340550691847, 0.8543102492557756]","[0.11242831872514003, 0.6422211897516859, 0.19546131486642115, 0.43384104586488315, 0.7711014975417851]","[0.6929534707051765, 0.7850978887045384, 0.6490973130729929, 0.45348247118365637, 0.7195584777202897]",GDEG,GDEG,LDEG,LDEG,LDEG,LDEG,GDEG,GDEG,LDEG,GDEG
7,10,10,100,2,Time,0.7856607941163749,Nodes on fire,0.0005881118761413839,4.5312018394470215,"[0.48350814701775535, 0.9230020427815692, 0.6626894648223088, 0.11593494649655167, 0.17589734713965188]","[0.3531354019917051, 0.5137263354757818, 0.007830398217909651, 0.1369046799785878, 0.015224730734050285]","[0.3495345584267714, 0.7608993228756405, 0.21360500731824494, 0.3626891395809496, 0.2752728337799347]","[0.7796982153766425, 0.220721946653458, 0.3776917729413928, 0.6180502274837784, 0.6236133485248321]","[0.5733835666651463, 0.06471548020137863, 0.0013702120699605747, 0.4849833652976181, 0.861189671383024]","[0.4663991290088211, 0.49752876743947994, 0.24919565591048742, 0.9809328550358979, 0.7553000397766952]","[0.7962515401544003, 0.5504658920922582, 0.6335958392983506, 0.9300134297461171, 0.32041831621761485]","[0.7396365833060208, 0.4512177514504424, 0.7618056171199804, 0.23028951014576626, 0.5652329846991387]","[0.2932475129886982, 0.49598706418721217, 0.5641270529691447, 0.5338780693254357, 0.8935094265130062]","[0.02109839910636857, 0.9011856121152247, 0.6447381035031704, 0.9685434745503733, 0.24818003447075554]",GDEG,GDEG,LDEG,GDEG,LDEG,GDEG,LDEG,GDEG,LDEG,LDEG
8,10,10,100,2,Time,0.03030040976802495,Nodes on fire,0.15094305051495116,4.5312018394470215,"[0.11799176002703349, 0.09274527086188178, 0.7156758408636138, 0.42298822584130735, 0.3398743340047974]","[0.110479304999067, 0.2969628731054067, 0.9276405982296158, 0.2877879575728316, 0.06810994167915208]","[0.24451627622851768, 0.9568876593773878, 0.5892660207736794, 0.2418120072543638, 0.3924967329971548]","[0.9431815083461811, 0.7201233690037102, 0.4582927805291539, 0.728775058624933, 0.37034515066414275]","[0.6897986666373178, 0.8647922370094211, 0.4936048555943673, 0.0903110370295922, 0.4255090072758856]","[0.4940102475454321, 0.010751634851676961, 0.243541290238933, 0.11026440127446069, 0.5073735800372962]","[0.8543616314719424, 0.13012675005579244, 0.41867966082705554, 0.4823128082991728, 0.7372998388779266]","[0.532507703192045, 0.4034326604691738, 0.869856365217928, 0.29291586405851067, 0.6645968531753637]","[0.3693733146861199, 0.31198478703749466, 0.5487257973055302, 0.3523441051645013, 0.7751071888308565]","[0.5912316224178464, 0.7825345799942564, 0.6561368644924335, 0.5723493114691873, 0.20579994037585714]",LDEG,GDEG,LDEG,LDEG,LDEG,LDEG,GDEG,GDEG,GDEG,GDEG
9,10,10,100,2,Time,0.017207613065054694,Nodes on fire,0.20545816216298296,4.5312018394470215,"[0.21627796596347892, 0.741852958121682, 0.5373334215938002, 0.6568887092686194, 0.556398889808761]","[0.7301216920739844, 0.9251903463473256, 0.17237027109490988, 0.688969253812545, 0.16762618908332128]","[0.54011473946616, 0.4265276338977594, 0.8805272724246864, 0.8992380986434483, 0.630120862277733]","[0.8100023056764717, 0.4559800284431935, 0.8753010317198947, 0.2616082530136179, 0.8617098435136465]","[0.4333874397244132, 0.19599026179414292, 0.6575565738588245, 0.018991864481011533, 0.06938362405819953]","[0.886299219293658, 0.14583969385086193, 0.5367790371729179, 0.25079729295505193, 0.6245003389498]","[0.436847949918972, 0.7237239714918905, 0.31135603462108075, 0.667206021157272, 0.6547583361452464]","[0.6731388287809005, 0.0770151214198036, 0.4766021779943206, 0.32403392293842426, 0.5402936997183428]","[0.8055536692149676, 0.5086443170373566, 0.18039778134232942, 0.4354884471825865, 0.5979942418227306]","[0.16460474131811498, 0.34717929210399934, 0.8997688920348277, 0.6166652017424764, 0.5499925267086542]",LDEG,LDEG,LDEG,LDEG,LDEG,GDEG,GDEG,GDEG,LDEG,LDEG
