,Chromosome size,Population size,Max. gens,No. objectives,Obj. 1 name,Objective 1,Obj. 2 name,Objective 2,Time,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10
0,10,10,100,2,Time,0.5777543581527906,Nodes on fire,0.0010417744244048954,5.242449045181274,"[0.5520638591273155, 0.1399358174746227, 0.2753164245878307, 0.05009364786251025, 0.6846328070163179]","[0.06339427602732317, 0.16410497576491812, 0.7216455359974983, 0.5740695354905501, 0.6457202437314814]","[0.7906791202443763, 0.8071679325593741, 0.05538734348458074, 0.9058859090419095, 0.461831541346448]","[0.10677441182814185, 0.6881322483313328, 0.8293053791778465, 0.22408093426178244, 0.20389344595220815]","[0.6268825910133836, 0.9686693957953667, 0.04291326025702058, 0.08079599781703961, 0.431058519078132]","[0.048377861273128486, 0.8079482823491254, 0.8000821691014719, 0.9279103595267781, 0.398424971564713]","[0.45292332050506057, 0.5898024423578191, 0.05560111517720501, 0.3954759657924892, 0.38699681973744127]","[0.17156378029267405, 0.4292237046103389, 0.6806413728424378, 0.5396968560744629, 0.30993821071860006]","[0.05822891148229059, 0.6994219397372522, 0.900583344732906, 0.8384717552448518, 0.7685724894642497]","[0.7256708831635723, 0.8713918931037395, 0.18748177412824274, 0.17870797087617363, 0.7525325550881898]",GDEG,GDEG,LDEG,GDEG,LDEG,GDEG,LDEG,LDEG,GDEG,LDEG
1,10,10,100,2,Time,0.11734342218541727,Nodes on fire,0.004614721258293875,5.242449045181274,"[0.6290744631311491, 0.6753820408827697, 0.9513405592683611, 0.7101403853069449, 0.6432554917746698]","[0.08210542796894771, 0.4408688295445803, 0.8223857567480486, 0.5804560284077509, 0.30442596999008975]","[0.006401123576541434, 0.366593879932267, 0.2744351925281058, 0.183054379894812, 0.7510998694728722]","[0.1873757913366929, 0.026370561610815413, 0.05447308611297608, 0.282204803630819, 0.5547631647041363]","[0.06844090042288353, 0.5928284462415899, 0.9048631646406138, 0.21692806273780296, 0.5462682175210376]","[0.945179771981465, 0.10723087092315564, 0.505226370874081, 0.2861015938074234, 0.46679932128167934]","[0.9360656955989156, 0.7819988271302223, 0.6608576721145798, 0.8025011401983425, 0.7472404227654729]","[0.2488481707799678, 0.6211920233928513, 0.6445407074377975, 0.7451001661213286, 0.7248843160398313]","[0.4879299054038586, 0.9940167953680453, 0.5099037030947382, 0.1880894909357278, 0.37874044047730826]","[0.4544065165767307, 0.3341020152451647, 0.927488515663951, 0.7633846115386811, 0.37841413711914973]",GDEG,LDEG,LDEG,GDEG,LDEG,GDEG,LDEG,LDEG,GDEG,LDEG
2,10,10,100,2,Time,0.5296672997294776,Nodes on fire,0.003295519374394318,5.242449045181274,"[0.4805649632103256, 0.1287273066987673, 0.11855534092812625, 0.0607291343188916, 0.2962296232801528]","[0.9286266955632815, 0.6625633477296871, 0.501391239302795, 0.21935593114942298, 0.9948933637599874]","[0.2317855345569102, 0.2536151091526485, 0.058924261461210437, 0.4316330091664645, 0.20271874229508147]","[0.3572627117174425, 0.532843344670675, 0.8579811932546244, 0.1770931993616932, 0.18015319443686717]","[0.8419273406498906, 0.998068202429753, 0.7613220191519301, 0.5815237118101617, 0.0898919458670211]","[0.5104268557467209, 0.4996799069913397, 0.10741103882446879, 0.062244200317827736, 0.7638856930737664]","[0.6215725595001966, 0.4452501626263886, 0.23612999644809518, 0.28325686585318033, 0.44107440134791354]","[0.7145855497516554, 0.635160291226509, 0.38049710155264505, 0.04615758677569659, 0.8051493919581947]","[0.6833879931701893, 0.0914594374091302, 0.4286261901624575, 0.885713883119397, 0.7924810983912458]","[0.45306489054247323, 0.9381596377432813, 0.22445228268173356, 0.20143276077470307, 0.5839740318492721]",GDEG,LDEG,LDEG,GDEG,LDEG,GDEG,LDEG,LDEG,GDEG,GDEG
3,10,10,100,2,Time,0.0028028630601432125,Nodes on fire,0.10048205782868291,5.242449045181274,"[0.29807772634427754, 0.7294462609272789, 0.2779706443932166, 0.07597691709363175, 0.2980495160708635]","[0.7554447141594267, 0.29081363680426564, 0.13980222400485898, 0.4795902564815854, 0.25517226480414423]","[0.12494851040789212, 0.3401012431364193, 0.22011668260181994, 0.8476505574492259, 0.49337442935613396]","[0.4474719612299538, 0.6980563346968184, 0.17483480196978207, 0.8035483740022964, 0.6394314596929133]","[0.20426489447424345, 0.3745132398444553, 0.374282355377087, 0.15042248721665974, 0.007197716569618873]","[0.4600651358589676, 0.39382641725036416, 0.5644254724430324, 0.5996238458314481, 0.6751638338936974]","[0.11820821284994232, 0.4800105363681957, 0.20311497580267834, 0.48824843022979814, 0.1571188662325982]","[0.6716958165135086, 0.8687680764024672, 0.9388478994728122, 0.831010338189078, 0.8854000692977335]","[0.22433074540381137, 0.805341258309879, 0.5358151973195407, 0.6602774969773886, 0.6962656127769287]","[0.6513408520852519, 0.11574515197729274, 0.3640940621485361, 0.8457031493421922, 0.5348143713629375]",LDEG,GDEG,LDEG,LDEG,LDEG,LDEG,LDEG,LDEG,LDEG,GDEG
4,10,10,100,2,Time,0.001262533122603604,Nodes on fire,0.9099424706768451,5.242449045181274,"[0.48598441713034435, 0.9961463757495845, 0.336973830391573, 0.47707851280997116, 0.8365811129052492]","[0.5534935192161722, 0.4461089596601363, 0.7220576394555313, 0.36653762432813997, 0.6935740432706051]","[0.7171699754803694, 0.5499148082540689, 0.17427711936255752, 0.21218611262646547, 0.02806765511971454]","[0.6178447012572114, 0.397302226527703, 0.5553124382677972, 0.49786844893517535, 0.4996677892948085]","[0.9744463405565827, 0.9234246608009522, 0.8142909143629515, 0.9499927659967548, 0.26225948692084133]","[0.5852836928041889, 0.5928550731245541, 0.8036904671354507, 0.9775364211714545, 0.6566566844745471]","[0.4669798928545389, 0.7598881015176119, 0.30015181157171456, 0.01275351477814013, 0.20461675356215003]","[0.9017478417665142, 0.4473941412482628, 0.9965195707214302, 0.10538270973810726, 0.7988480167245928]","[0.8069287570963583, 0.458733393773918, 0.6958963351926086, 0.030344680498727294, 0.706612974438798]","[0.4623372835203129, 0.027055380292845377, 0.7859913368262236, 0.3096664415094469, 0.718523504378853]",LDEG,GDEG,GDEG,LDEG,GDEG,GDEG,LDEG,LDEG,LDEG,GDEG
5,10,10,100,2,Time,0.0439908260596471,Nodes on fire,0.0164708876414712,5.242449045181274,"[0.5369297500607415, 0.218414027733551, 0.6519199523373937, 0.9697810158516664, 0.9271802329616533]","[0.44587345978449355, 0.555749640228082, 0.3727703072538593, 0.5348485278926308, 0.45066699239180963]","[0.8826186822000782, 0.6488432052279322, 0.379863265524526, 0.032246202846062944, 0.8045723202307997]","[0.7249720771780307, 0.9865648648998239, 0.00838169266366795, 0.3123670985483299, 0.29628789235236086]","[0.09909080703241335, 0.0819629892859911, 0.9993461374666596, 0.8575746671453204, 0.8297380358089369]","[0.07934405561820845, 0.3800161839408005, 0.5780513151410164, 0.09857224934133346, 0.9887169797141423]","[0.2719753535702182, 0.804973929759032, 0.8731178353180278, 0.19413128119348388, 0.5329322214106202]","[0.7967003158408787, 0.8226977732127184, 0.7341124247754635, 0.41427752415816543, 0.6891418171505768]","[0.5668091481543425, 0.7339645815548054, 0.3260566270454933, 0.37278668441838825, 0.6489538514896713]","[0.021654966842002965, 0.8134470250079596, 0.297462406236888, 0.20213259793607208, 0.753657052363164]",GDEG,GDEG,LDEG,GDEG,LDEG,GDEG,LDEG,GDEG,GDEG,LDEG
6,10,10,100,2,Time,0.0596567108883419,Nodes on fire,0.014302964364420467,5.242449045181274,"[0.5963288532653234, 0.05000056465762692, 0.880009895185614, 0.8640624233672052, 0.5193577133557482]","[0.3736492196250494, 0.3538953018044224, 0.5016669659904235, 0.0707234532814357, 0.2731897202322223]","[0.4130679692780056, 0.7220921806217603, 0.675595171586832, 0.7912823991550669, 0.8726929407916549]","[0.10902754465472997, 0.7215297057788297, 0.021957533916173277, 0.20205905372606492, 0.29114568966551013]","[0.8346806340939686, 0.9817368755188722, 0.7417461638895233, 0.773327607670831, 0.22328793560440263]","[0.9473694104624893, 0.05898631863229975, 0.7839293880123959, 0.04253717365334431, 0.43856732813355437]","[0.919437616463835, 0.925474787769367, 0.4856261078951627, 0.8341578194979806, 0.18207120190210468]","[0.848198163213632, 0.4437468523308511, 0.06199286487943456, 0.2289354145149587, 0.22561097806451857]","[0.1943534707116803, 0.4063381071693172, 0.5880576343681849, 0.7099897912332325, 0.443708099616998]","[0.9617820497167238, 0.7493751322416099, 0.2371417960629726, 0.015836984630477335, 0.8634988116148135]",GDEG,LDEG,LDEG,GDEG,LDEG,GDEG,GDEG,LDEG,GDEG,GDEG
7,10,10,100,2,Time,0.0022879161508961854,Nodes on fire,0.2889364780295052,5.242449045181274,"[0.19426057812792663, 0.5153025710383151, 0.08773393560832687, 0.33114911924808577, 0.5911176426434174]","[0.4796348221418132, 0.016076740656577715, 0.61462391830337, 0.7487107772205635, 0.800216789587447]","[0.4845112634964759, 0.40927607109499364, 0.47289732044551547, 0.215895031508342, 0.09070561617606343]","[0.12096523162976769, 0.4687388527073839, 0.18947950980569728, 0.9967777221997007, 0.9036765363812954]","[0.9869807680495941, 0.9039490212569881, 0.7437770015590599, 0.6546311007833251, 0.04370074295119075]","[0.6979760808783393, 0.16906949143641337, 0.48847973124045385, 0.7569134933875173, 0.1507971933299218]","[0.07637383581353796, 0.06590466096207337, 0.3261347983158134, 0.5533134667848854, 0.011390281463708019]","[0.4079721668945312, 0.4815554474965137, 0.33405234854136867, 0.8498382474001064, 0.7873856184860234]","[0.18311979441481374, 0.19983213379402265, 0.694858642121642, 0.14617969999623692, 0.6512008656101029]","[0.4449798462706658, 0.7284681549809714, 0.8508139542467552, 0.4537582886836903, 0.07738306676617623]",LDEG,LDEG,LDEG,GDEG,LDEG,LDEG,LDEG,LDEG,LDEG,LDEG
8,10,10,100,2,Time,0.4233793098461407,Nodes on fire,0.0035929989560671283,5.242449045181274,"[0.9006132584638923, 0.1220746780645795, 0.8650352819915619, 0.6469815372623133, 0.16630403986119502]","[0.9529009386950036, 0.7833474558016253, 0.632940004819264, 0.7654943468048152, 0.37754204228773214]","[0.4630478337773003, 0.9913522965807411, 0.46152355377693566, 0.8942340177386788, 0.7946424680343239]","[0.6154081762494208, 0.23177827648988203, 0.6063321794218609, 0.5439391612180744, 0.14979405411550883]","[0.2127145874119033, 0.42142277484385715, 0.44973987597911513, 0.3409561128266756, 0.1882783300894446]","[0.08555056267397765, 0.3951410867307751, 0.08680976189425771, 0.7690925339079314, 0.6878706587424882]","[0.931550415314544, 0.17239351646207024, 0.38117731849523084, 0.7706548645041299, 0.290468876211445]","[0.1622960070420374, 0.29926313776877, 0.15506005323747807, 0.5644118243747582, 0.8735037252439984]","[0.5478599101801354, 0.3646753298826301, 0.13889859666482474, 0.04630426958406897, 0.4756869040574826]","[0.31407376732846604, 0.9170838352944015, 0.091012718587419, 0.9116332788767081, 0.6275631795179145]",GDEG,GDEG,LDEG,GDEG,LDEG,LDEG,GDEG,LDEG,LDEG,LDEG
9,10,10,100,2,Time,0.03860982353832987,Nodes on fire,0.04344323781530779,5.242449045181274,"[0.29142480215292466, 0.692005315792805, 0.587792647734388, 0.296281815125932, 0.26104451525748684]","[0.9040554931103042, 0.9552336573426594, 0.011225812621636133, 0.22010238517322078, 0.25816092953046743]","[0.4320747031575233, 0.9446023855966869, 0.9959461796528991, 0.08777050539455977, 0.4371133480992283]","[0.925549326713121, 0.8676635458477856, 0.5337479729065285, 0.129159565948205, 0.295404858524589]","[0.01257863869552256, 0.17694357571744845, 0.45932653139437063, 0.2683959550989289, 0.8614097609083977]","[0.724188084352761, 0.26169090039352405, 0.7050603839633963, 0.5924411722357298, 0.5235894243438215]","[0.29520628985321706, 0.8179564231418177, 0.317556828645006, 0.7527651252444326, 0.6710289262077145]","[0.16058357140798263, 0.8301425431435173, 0.05493376279748685, 0.6636977684767822, 0.17422292769566183]","[0.8248510375697073, 0.8422904649008688, 0.9984822723846062, 0.21924531803715486, 0.7937556939531654]","[0.39090449859493714, 0.7592616867389161, 0.20149334262767438, 0.2361721368394386, 0.47007499435851907]",LDEG,LDEG,LDEG,LDEG,LDEG,LDEG,LDEG,LDEG,LDEG,LDEG
