,Chromosome size,Population size,Max. gens,No. objectives,Obj. 1 name,Objective 1,Obj. 2 name,Objective 2,Time,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10
0,10,10,100,2,Time,0.01711138991345318,Nodes on fire,0.0608801516697004,4.7713847160339355,"[0.09271280737135845, 0.529871362928535, 0.9588832009840463, 0.6704691430260156, 0.5802302845890245]","[0.08639954074944989, 0.5389809653298135, 0.9416591060125695, 0.7407338886822624, 0.8333734578619774]","[0.13448372963055544, 0.3378912699022597, 0.16445021798029003, 0.7502369780167127, 0.6021660648903439]","[0.7604698333175293, 0.27100632190245855, 0.275277370490576, 0.7758870489626952, 0.48228908164333273]","[0.6566523627354292, 0.8886628186418426, 0.22519107909996705, 0.8072913336054116, 0.4147068830532944]","[0.9755993884656028, 0.6681507761354242, 0.7213468701004524, 0.08110141581388508, 0.907277915315034]","[0.898926545477408, 0.7493588346627037, 0.2802651617204709, 0.9110948941722902, 0.9037256658962955]","[0.99983787567495, 0.874219293515362, 0.7715342436114591, 0.7250565095160724, 0.7950754128151399]","[0.07281668513260764, 0.6509926220802412, 0.23813254178565912, 0.5028287845524229, 0.6015457018939733]","[0.9574634592646738, 0.6923367840823209, 0.7017879075319656, 0.44156974160971285, 0.15475116239255138]",GDEG,GDEG,LDEG,LDEG,LDEG,LDEG,LDEG,GDEG,LDEG,GDEG
1,10,10,100,2,Time,0.0028608675739273393,Nodes on fire,0.7257862797469442,4.7713847160339355,"[0.7295941541396568, 0.6868950552080972, 0.3587559957924433, 0.4508783460679323, 0.38278966933639]","[0.975211929738133, 0.27289354273443867, 0.6432373054469649, 0.9031405322240055, 0.2890995825217628]","[0.9791734533688978, 0.4509670172337571, 0.022434221916538655, 0.1471188552541144, 0.37904262877459405]","[0.3265455581107535, 0.6565397672800759, 0.6390127059136781, 0.8750216653791696, 0.8488735808529156]","[0.876582354376334, 0.9166440114737149, 0.5136234812122129, 0.6657695649208619, 0.11328099077095088]","[0.16460101622919376, 0.8748219130591146, 0.10599196893094653, 0.8206061861183538, 0.47439088571260724]","[0.6555223938390701, 0.9744142093483192, 0.028242971075688406, 0.851094592075612, 0.3351176015222713]","[0.9516913844471991, 0.25084988580927126, 0.257556791640129, 0.4379342524118631, 0.04972409453425497]","[0.5462499824575763, 0.26391350486219933, 0.8860637689290081, 0.1418695252395764, 0.7824471341551874]","[0.23387364894695406, 0.44180333670533456, 0.4622700793673712, 0.30126220730303455, 0.8592176883795477]",LDEG,LDEG,LDEG,LDEG,LDEG,LDEG,GDEG,GDEG,LDEG,LDEG
2,10,10,100,2,Time,0.027503881799025076,Nodes on fire,0.01625421790286974,4.7713847160339355,"[0.8340676940252557, 0.3184908823743149, 0.03517921935030932, 0.5575370758562535, 0.6068551051482182]","[0.14129050449067093, 0.8544801579053288, 0.8381360388960899, 0.6278568503680407, 0.3229436038091916]","[0.8916632884845146, 0.4890996139976945, 0.8441240939703585, 0.043237778409406125, 0.4886307117932537]","[0.5151078763610424, 0.14003211231114887, 0.06654137677803007, 0.5317796246843268, 0.7883854231811261]","[0.30610409041769104, 0.1292980397098097, 0.03547912903642059, 0.09955125353549699, 0.05806229925101014]","[0.7058469170818464, 0.038989337461470264, 0.22957330946170806, 0.30356064769590685, 0.5242372469953825]","[0.93228484844064, 0.5329347951300649, 0.9789554175359098, 0.7225509953762626, 0.06103539715439599]","[0.8181594393844457, 0.3525266007552289, 0.31632120214641835, 0.3174511554085805, 0.6434113713920817]","[0.026695186811248495, 0.6276888861740468, 0.7585711211575168, 0.6638106899023533, 0.839209185816529]","[0.13807296486413945, 0.7165279359464043, 0.31642737023396905, 0.6079426807153688, 0.07411812208602175]",GDEG,GDEG,LDEG,LDEG,LDEG,LDEG,GDEG,GDEG,LDEG,GDEG
3,10,10,100,2,Time,0.5580259665753741,Nodes on fire,0.0025131407133042183,4.7713847160339355,"[0.8659296117117007, 0.3484745239696596, 0.49752141071183853, 0.48827963308452094, 0.44431772122275826]","[0.19353393063101532, 0.4832075699579804, 0.061645638376566, 0.23292766657582387, 0.6996613801043851]","[0.11284480639800143, 0.9621030879928498, 0.47138177096255685, 0.42666454855292846, 0.005531706352770671]","[0.2701154827734731, 0.12902758855245444, 0.2517248937151534, 0.2179731323754388, 0.5869803490342735]","[0.2389257731355725, 0.9328789559688507, 0.29408250153317084, 0.9749497296663863, 0.5148066309034265]","[0.18674969139957354, 0.8579084782882118, 0.7568597676933132, 0.9673248965741467, 0.5509345906171599]","[0.385959181989348, 0.8203530931875376, 0.34481098138315447, 0.12637121484907998, 0.9554707390034696]","[0.1234322572204688, 0.9949238719486608, 0.729653084955173, 0.7602456039691601, 0.9252180918514049]","[0.04152299120058767, 0.9573538308180468, 0.13189372556090473, 0.3273868083538144, 0.5670526076404827]","[0.194359986215335, 0.35964508832623887, 0.9675017249461327, 0.22435793491255096, 0.5609751053183427]",GDEG,LDEG,LDEG,GDEG,LDEG,GDEG,LDEG,GDEG,GDEG,LDEG
4,10,10,100,2,Time,0.03282151095221486,Nodes on fire,0.011161098063540487,4.7713847160339355,"[0.10326726805704456, 0.12838943482392673, 0.09711413825492876, 0.7847149070171908, 0.09667830015230172]","[0.9707165227665189, 0.8426722380787468, 0.8964074118635114, 0.08510357956881176, 0.4025319022518291]","[0.5342086377521383, 0.8606788876771735, 0.1947874645733645, 0.06234604903857288, 0.6818618596950509]","[0.06471773734140807, 0.8061304471262786, 0.5990562857802569, 0.8142226612599994, 0.680107386856755]","[0.8985227095976447, 0.549866900926313, 0.6555028064782961, 0.005205794666684693, 0.6247040715362185]","[0.6530331055727091, 0.4745519799753689, 0.2247741323636342, 0.4797314125480372, 0.5936571119321284]","[0.8673345427615479, 0.9112159395913281, 0.8477253334464655, 0.2153269535405974, 0.2628830462762367]","[0.741618734396241, 0.6590010096330093, 0.4093352639311878, 0.9901884388589282, 0.9917428158379649]","[0.621296433888134, 0.6935777803547688, 0.35532821992903707, 0.19003381449505663, 0.7679944591949959]","[0.8109359816422185, 0.46273057012747965, 0.22068468197848423, 0.610540836345583, 0.6923587423300295]",GDEG,LDEG,LDEG,LDEG,LDEG,GDEG,LDEG,GDEG,LDEG,GDEG
5,10,10,100,2,Time,0.43572763583906093,Nodes on fire,0.006615484126692772,4.7713847160339355,"[0.7901108767619535, 0.19394702525668317, 0.7805235920131359, 0.934049046754522, 0.02226010940946499]","[0.2646912464284378, 0.2779977711566284, 0.10456839240461457, 0.6246349207297022, 0.16561111842363485]","[0.45182982327480603, 0.722562060623229, 0.0025407483818508103, 0.029962972582311842, 0.6363422207498043]","[0.5931991102310877, 0.8631194800262472, 0.8685971769776383, 0.3529580897198492, 0.9594448320731276]","[0.06455146364661069, 0.5193556456461068, 0.9927600153205073, 0.637791427979828, 0.24200374288318094]","[0.8045349971647011, 0.33474024834763627, 0.8111357626902707, 0.9956666886274038, 0.510322202566007]","[0.29055016867405214, 0.3789407950253372, 0.2685456579947132, 0.4561471440542889, 0.20149566604475544]","[0.3471499087251585, 0.2931686736302208, 0.6806848395020156, 0.6223110027147049, 0.2908871416896577]","[0.001823591610506714, 0.7369073129033035, 0.2786928786981808, 0.34500023629675014, 0.26637115682673573]","[0.5463288123132619, 0.25144209837634, 0.0181983163875149, 0.7821615931074389, 0.6478993133636893]",GDEG,LDEG,LDEG,GDEG,LDEG,LDEG,LDEG,GDEG,LDEG,GDEG
6,10,10,100,2,Time,0.01658174685831526,Nodes on fire,0.1933412221315206,4.7713847160339355,"[0.09447774835803568, 0.10508497296835961, 0.003985787085610593, 0.857424243120192, 0.8498297854942302]","[0.8824574790376325, 0.7004223748775691, 0.8370961284986831, 0.4821048568918308, 0.3325996283265472]","[0.6986713417931552, 0.22871495251635854, 0.47815468007214057, 0.46408627581483286, 0.2021089234133442]","[0.12633840978479227, 0.9368054830048873, 0.9629167867408129, 0.2730766873542537, 0.04209723592849157]","[0.1608511334491205, 0.2565181719689531, 0.6494616033108398, 0.9936962005823069, 0.3851658554976868]","[0.3508825216655689, 0.27007995082111247, 0.8522918034581712, 0.6266903023101997, 0.09031289761875438]","[0.9591609141690073, 0.40653922761128725, 0.0672490312692039, 0.6949937252328151, 0.37465639469424195]","[0.05779862001241631, 0.40150592045198585, 0.03131113836064514, 0.1528070210645941, 0.5297172233664504]","[0.29768177625350345, 0.9761044011940709, 0.5594673755016789, 0.27247352981654716, 0.5211745549719677]","[0.2416336857307252, 0.839665713832553, 0.2014891292695472, 0.4591790587942062, 0.875146736233085]",GDEG,LDEG,LDEG,GDEG,LDEG,GDEG,GDEG,GDEG,GDEG,LDEG
7,10,10,100,2,Time,0.008646264887301802,Nodes on fire,0.5554696265512434,4.7713847160339355,"[0.4253020575673775, 0.6357473457023363, 0.6668112233202917, 0.5117197929237456, 0.28390548671611937]","[0.09924381717485398, 0.40266252556768767, 0.7045239890179369, 0.2705061824101995, 0.9782806688629884]","[0.5112521912943961, 0.20954748536047152, 0.96583301333959, 0.9252000223207484, 0.5338052166621923]","[0.8436449059900102, 0.04680162796760268, 0.11620534387349157, 0.4831974491242744, 0.32603200698927826]","[0.7656157816975603, 0.5911901428532266, 0.43232738889584, 0.41063414655240693, 0.4205376731886328]","[0.06927338775523406, 0.8296488118923938, 0.4677085442897573, 0.7709046368789437, 0.4859049671099206]","[0.20697046317699264, 0.09823277157462973, 0.06607136268675529, 0.7893891294989456, 0.6298623962496128]","[0.24450825004241994, 0.23262142391717922, 0.6311565426682886, 0.29682647395435424, 0.7613075872164469]","[0.5727424186467714, 0.17583547713836956, 0.7242204710132839, 0.26638929484349383, 0.9507805585347192]","[0.393840062369046, 0.46151573046359995, 0.6156532449851153, 0.015501321850069028, 0.9209458673921886]",GDEG,GDEG,LDEG,LDEG,GDEG,LDEG,LDEG,LDEG,LDEG,LDEG
8,10,10,100,2,Time,0.07297163658270356,Nodes on fire,0.007319428264612626,4.7713847160339355,"[0.9753382767089478, 0.49552816631586394, 0.7382322953216864, 0.8554740393345335, 0.9992256045793535]","[0.7272054627464548, 0.14147927791097392, 0.8819983059271325, 0.993750075749611, 0.41508044669261435]","[0.21895655483444132, 0.8401630575967758, 0.5486370974819497, 0.9807743668065828, 0.9945695611148039]","[0.995194957331629, 0.41408272182497874, 0.35438179466728537, 0.05965838590554651, 0.6684247430759996]","[0.317519426482994, 0.6800547242905557, 0.5349400976230403, 0.17404290578502812, 0.545364504877311]","[0.6189639665200091, 0.39264213795203595, 0.925138533169505, 0.5210584473713704, 0.5260137585561608]","[0.2696867189748765, 0.02106803165326132, 0.854304495410206, 0.0077127990121217405, 0.6222492299273765]","[0.288161538410994, 0.9639828709227323, 0.665344315342386, 0.9592506329430115, 0.8279831709972306]","[0.8718505149750703, 0.3972106450259567, 0.1598149497420922, 0.45170273396865945, 0.3391143693020685]","[0.7783087515403295, 0.3175882476608619, 0.24510371420590182, 0.11334513904734667, 0.6342934275262198]",GDEG,GDEG,LDEG,LDEG,LDEG,LDEG,LDEG,GDEG,LDEG,LDEG
9,10,10,100,2,Time,0.0036937658528687356,Nodes on fire,0.6577214465672252,4.7713847160339355,"[0.8201574282772415, 0.6020355832739628, 0.4833120118332972, 0.6763205202276914, 0.3721307740752907]","[0.9493793596442623, 0.11924172846809333, 0.9233931908732212, 0.5834775782553765, 0.6099274343187226]","[0.9881499056458644, 0.16639760405320436, 0.057197308140691905, 0.193508283149169, 0.27475073693300667]","[0.710588875059653, 0.1636230665192634, 0.17738740470445558, 0.5804027717578082, 0.5556928108283543]","[0.8521384052323505, 0.9573342373881236, 0.6644839364236532, 0.12579931384007514, 0.9390391211799612]","[0.1631543211925911, 0.29698115511313694, 0.2205589269932886, 0.8022575102313484, 0.05785474651665923]","[0.6776624329009474, 0.49528713225878185, 0.06927043332292815, 0.7486875502565359, 0.9393250015222713]","[0.4122191464196322, 0.15554746110425277, 0.7216950365025697, 0.17640655498838742, 0.44176190805802473]","[0.6428528078117323, 0.33968385664168144, 0.37458276698484294, 0.26599895630332615, 0.13196948871041292]","[0.0031882033583588987, 0.2526771401404815, 0.5020737527347957, 0.3392092439459491, 0.27111990417845533]",GDEG,GDEG,LDEG,GDEG,LDEG,LDEG,LDEG,GDEG,GDEG,LDEG
