,Chromosome size,Population size,Max. gens,No. objectives,Obj. 1 name,Objective 1,Obj. 2 name,Objective 2,Time,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10
0,10,10,100,2,Time,0.058382247632328466,Nodes on fire,0.011256885359926527,4.7773168087005615,"[0.4856591575586092, 0.8018050204437323, 0.4367266509566604, 0.5350811521092201, 0.09085237510139721]","[0.5462138622826987, 0.16695102602784817, 0.8311051555005889, 0.8812730668336948, 0.12563796752999212]","[0.10694750925057517, 0.38371420097913145, 0.7031907699492599, 0.3767124422567044, 0.1451605320767947]","[0.952248810751656, 0.08253476957130901, 0.7680650572610289, 0.1864674102671139, 0.44741681680266243]","[0.3662688694264111, 0.8819468454786671, 0.22221862806995607, 0.7964123602918057, 0.8250989564335918]","[0.26655569838109605, 0.18931988970550861, 0.23141927445985155, 0.9529976511568138, 0.6766653055400129]","[0.6834059136463105, 0.21751733381701344, 0.6700803350018929, 0.6029719807575074, 0.35906792949140387]","[0.6482153406944905, 0.6702641573779606, 0.35630267792181425, 0.704236872515993, 0.2697659894551169]","[0.33362386181580217, 0.08851708179471773, 0.6251475621645058, 0.4426460843082354, 0.19209626455299078]","[0.4622458330644965, 0.889348597455471, 0.865785852263258, 0.961926525540304, 0.07269025300866305]",LDEG,GDEG,GDEG,LDEG,GDEG,LDEG,GDEG,GDEG,LDEG,LDEG
1,10,10,100,2,Time,0.0009724407458701068,Nodes on fire,0.15425838944935477,4.7773168087005615,"[0.17804951821057757, 0.746952582467652, 0.1556008222826687, 0.2786834279577105, 0.3755696192199923]","[0.8102012454492624, 0.6108155012901414, 0.4882964230078939, 0.4320475800417777, 0.25966662392368056]","[0.691631582472431, 0.5279177292006676, 0.6727958023223798, 0.09680067699148598, 0.3839015705652933]","[0.06820686623836669, 0.7885831982980729, 0.07609171981155849, 0.02761182683853891, 0.9709322586117297]","[0.15851722021236925, 0.7718650776217475, 0.2594631537288785, 0.06604511806420621, 0.9802793996378932]","[0.3140652167524455, 0.7988202190096481, 0.7153551992413834, 0.017208088914789865, 0.44121196951078745]","[0.510379248721678, 0.011103291302321905, 0.41523835572735646, 0.5286257484674749, 0.7105375380198257]","[0.7319873277528149, 0.08371427729058656, 0.07035768198103587, 0.9799696587906098, 0.966753299164198]","[0.14544387750913867, 0.6740947853020859, 0.0839351334577122, 0.5383089642920835, 0.3366353250847174]","[0.6298725661647323, 0.6248805454608541, 0.38713939067497927, 0.43001163485594096, 0.12780359573100752]",LDEG,GDEG,GDEG,GDEG,LDEG,GDEG,LDEG,GDEG,LDEG,GDEG
2,10,10,100,2,Time,0.006111175151760295,Nodes on fire,0.13499698541984295,4.7773168087005615,"[0.07535422849419571, 0.15595597999811606, 0.8584443984908963, 0.06217711249539637, 0.4437016398363476]","[0.7264313202333776, 0.9923940906575323, 0.692704832361325, 0.3109045553947668, 0.03502704965066328]","[0.8233579812590704, 0.9194015618446163, 0.27707346186706205, 0.0007209626926353296, 0.7146511331474106]","[0.8132033356325417, 0.8341093321874656, 0.7946462628329225, 0.6891890697935394, 0.9540644951794633]","[0.3511337837695332, 0.11860527431550849, 0.6294154267230436, 0.810092736015879, 0.503658667259825]","[0.5215497897025362, 0.22683805219366338, 0.5812718900110434, 0.8796603476314057, 0.9440047502587989]","[0.2599156753315257, 0.7200154497604642, 0.5176974237557355, 0.5923049318819482, 0.9676750713331405]","[0.9966249939419114, 0.6781626080815922, 0.9862714005813955, 0.04474078751266308, 0.8323819327982103]","[0.2465528120480055, 0.6863812321872644, 0.5273160597675826, 0.1442752910006322, 0.3710806812364046]","[0.04451662311634885, 0.9841074451549591, 0.15571802153751735, 0.9889954638766458, 0.743365391815097]",GDEG,GDEG,GDEG,GDEG,GDEG,GDEG,LDEG,GDEG,GDEG,GDEG
3,10,10,100,2,Time,0.48249560473457453,Nodes on fire,0.0011121919093324273,4.7773168087005615,"[0.40248816225017126, 0.4150323918417834, 0.23672980075746708, 0.36465996574179815, 0.09235401518169994]","[0.7973489327393519, 0.5154479738090957, 0.15834422273298476, 0.7075508800643969, 0.16468553259325958]","[0.9414394909100207, 0.15560514355342459, 0.21154817384674163, 0.837654854101913, 0.515876013218926]","[0.0026577914291973093, 0.6773201421630043, 0.01493785612024523, 0.9178082472034006, 0.8365045928383364]","[0.7180200991241646, 0.16102914396421475, 0.935232214443455, 0.8272211656992905, 0.21102431612964345]","[0.1617974765131025, 0.4572531885508049, 0.7356235496989122, 0.835516058883937, 0.28323927428493656]","[0.46793421207422514, 0.2655271278140475, 0.16390179952404726, 0.7611855446137256, 0.5649972044318956]","[0.15194615742340656, 0.2977401116214885, 0.21248824970486757, 0.7641680641145102, 0.06806984915801961]","[0.26988716339792385, 0.9987143085991806, 0.45211572182135507, 0.10195713997495603, 0.362161458989371]","[0.1598308882634646, 0.11189002027568684, 0.6887442900967944, 0.08507017368034109, 0.8207809193031124]",GDEG,GDEG,GDEG,GDEG,GDEG,GDEG,LDEG,GDEG,LDEG,GDEG
4,10,10,100,2,Time,0.012087625492268939,Nodes on fire,0.02165860705101308,4.7773168087005615,"[0.16819068419448946, 0.07722487682941592, 0.701491039265557, 0.6385927700150499, 0.761440166962926]","[0.9706037899840022, 0.805932973289717, 0.6419143431163417, 0.4452297136903036, 0.2043895558014428]","[0.9237991551031384, 0.11690759253867933, 0.6419545384213408, 0.31392990375088736, 0.9241905453922068]","[0.17500726255602161, 0.8785929883692787, 0.8882508800515169, 0.9497743548214735, 0.35692615182917653]","[0.28097207709542327, 0.412673589149799, 0.29448578588566154, 0.8782444833823885, 0.017870731905993753]","[0.585741173580998, 0.7287597061156521, 0.5953125520279535, 0.9775270521012772, 0.6881597405694724]","[0.534740434343545, 0.6873929678453305, 0.5395548647960497, 0.4849519217379309, 0.14086825732494845]","[0.45535489981553956, 0.7332597649840698, 0.5234856505862256, 0.5030049729924142, 0.5734279275291371]","[0.7223489632347316, 0.23087163628577623, 0.22657966512397054, 0.6536764752034563, 0.3619960452132849]","[0.0020194043870872536, 0.4567704890256934, 0.34911200643179763, 0.9707286393974605, 0.8810271678973477]",LDEG,GDEG,GDEG,GDEG,GDEG,GDEG,LDEG,GDEG,GDEG,GDEG
5,10,10,100,2,Time,0.09312318129279429,Nodes on fire,0.006112678557939177,4.7773168087005615,"[0.4279532328880421, 0.942302077133937, 0.5351116095663839, 0.08843811793211098, 0.6702867152736792]","[0.5772652028572505, 0.11683789229185815, 0.20638548324748918, 0.17150654474284732, 0.3767265496179112]","[0.5942243085854136, 0.6836615564265129, 0.23015561937872508, 0.5603620163610123, 0.5970232140582116]","[0.22483314145633648, 0.4243485006068929, 0.9520743773920481, 0.5302507837855353, 0.22874347971999276]","[0.9374375025767675, 0.7632662996503077, 0.5509506384041811, 0.18232145059672522, 0.2898241597897794]","[0.22598548061943347, 0.4092403554429054, 0.7477377195418585, 0.6300737119492724, 0.8214847638193662]","[0.570584247043194, 0.7345433545990012, 0.40281724221100945, 0.07308215932299444, 0.999354256283599]","[0.6352283621477104, 0.1273705284569827, 0.38917779344921055, 0.48107610600984163, 0.37444411559725266]","[0.9296312581449367, 0.9489739053544769, 0.919830229845105, 0.7559482952234218, 0.9216383097498972]","[0.08400850206464405, 0.1296783819070112, 0.815556240320593, 0.27734371758428245, 0.9304483688980413]",GDEG,GDEG,GDEG,LDEG,GDEG,GDEG,LDEG,GDEG,LDEG,GDEG
6,10,10,100,2,Time,0.011249511227437115,Nodes on fire,0.049976036835664095,4.7773168087005615,"[0.80935748977915, 0.8850199174796949, 0.2916818544999624, 0.9107116604082348, 0.2947516982042716]","[0.22072194100676434, 0.26206287361490754, 0.9920508233813642, 0.48204190004804215, 0.9135716509938551]","[0.3198441505597316, 0.11005533879992069, 0.49262179316366106, 0.26099689163332485, 0.6972886475515852]","[0.023013712907861028, 0.9013756212173349, 0.5644807014146082, 0.633478660743968, 0.20861474256653312]","[0.8416571356150454, 0.1489589902796944, 0.4114506388948008, 0.19431960809793047, 0.5933519930250915]","[0.4656757328887342, 0.4230883925461738, 0.13498305080403417, 0.11562615278425314, 0.2941753802858742]","[0.8579610929081535, 0.5046670823229344, 0.8818127350032028, 0.8638682573052019, 0.04156329020637184]","[0.7194906517034009, 0.01837317440033359, 0.3944902241942738, 0.2943637631654408, 0.9031875248144724]","[0.8319860613359905, 0.8769697516699609, 0.5786186371897325, 0.6081986967252188, 0.7382608573302184]","[0.6535627115669302, 0.2729558360787966, 0.791582543321109, 0.92342515641338, 0.5369291119656004]",GDEG,GDEG,GDEG,LDEG,GDEG,GDEG,GDEG,GDEG,LDEG,LDEG
7,10,10,100,2,Time,0.2739163182600747,Nodes on fire,0.005825935676700089,4.7773168087005615,"[0.5530174734700254, 0.029946686279966106, 0.9990636743370871, 0.7027967022040982, 0.05110324760615004]","[0.08566867515994214, 0.20464783927269858, 0.1379927812388273, 0.1723658911128123, 0.5278424504917609]","[0.3580111214266751, 0.008248021919178505, 0.3607061184319862, 0.0794854939170676, 0.8291637410067456]","[0.9276637929941839, 0.1314159543509752, 0.6125772416390517, 0.32645261811035353, 0.47122811612634874]","[0.6644462975292169, 0.6778636177947097, 0.8874422837013508, 0.5209843993735004, 0.3494290446820064]","[0.337044020111931, 0.7297287651968585, 0.9176943803230376, 0.18372365124034828, 0.14467657371223386]","[0.790201875842366, 0.5318032863539995, 0.6766247003556702, 0.25301095387496175, 0.2560760453740728]","[0.9291538381563518, 0.9762216985498495, 0.8051884191227283, 0.4414431015517112, 0.9312581264653422]","[0.552388218071168, 0.5730817154150729, 0.16016135194012882, 0.2730244869510712, 0.32279572537163725]","[0.5276638194559943, 0.45237560937699883, 0.019806736483896636, 0.8222935170868731, 0.7542176353273368]",GDEG,GDEG,GDEG,LDEG,GDEG,GDEG,LDEG,GDEG,GDEG,GDEG
8,10,10,100,2,Time,0.34085064334006343,Nodes on fire,0.002349952992601989,4.7773168087005615,"[0.8453034392481715, 0.3664466347840293, 0.027178307814677116, 0.05339535171445908, 0.15098960736990963]","[0.8218057241635083, 0.25233738392610605, 0.6004555812058368, 0.7952781917784225, 0.9897962239481851]","[0.16267165833880048, 0.8793674498317562, 0.27588658833539803, 0.8525839882512728, 0.5417501925673985]","[0.11279551425368739, 0.1300928168449318, 0.8850432134669624, 0.6004641450745366, 0.8637218036821769]","[0.009778442049917069, 0.8379134284962917, 0.3721998733597648, 0.5946916398680331, 0.3113518596602246]","[0.12408682696316242, 0.09647919108599412, 0.7181731180461415, 0.49428539559905227, 0.11397410445611278]","[0.8929268685738948, 0.2304614823732487, 0.6436853939978765, 0.46154313695070404, 0.3708157780271174]","[0.5321800756123666, 0.31986348264453635, 0.8081361832053067, 0.40491209131327355, 0.6295187297846631]","[0.3901073458967921, 0.975520339156677, 0.9263044178585839, 0.8722722487869623, 0.0649861007953747]","[0.6107483003622335, 0.5399152430713265, 0.6444085821288658, 0.49228686618605544, 0.5504529992365305]",LDEG,GDEG,GDEG,LDEG,GDEG,GDEG,GDEG,GDEG,LDEG,GDEG
9,10,10,100,2,Time,2.148340670915516e-06,Nodes on fire,0.44735026362395724,4.7773168087005615,"[0.3759112419108499, 0.2163811340946411, 0.4206342220975552, 0.265708202646342, 0.33400761677728785]","[0.784631485997968, 0.5780162680211619, 0.5792465231261609, 0.6043947968982736, 0.9469284954147941]","[0.11949260813582219, 0.8930983916573609, 0.6949710085802, 0.6391633486994749, 0.9723324446612596]","[0.9093747618477637, 0.9937146098705428, 0.9310941101739376, 0.1887159559580157, 0.5453903833984497]","[0.30352065384342186, 0.13100697337568945, 0.3669702347952619, 0.34169806514857903, 0.13324956347620653]","[0.20577284423798514, 0.0845109723923555, 0.4767505968675678, 0.031231890021314546, 0.08353110548822373]","[0.5248232324962504, 0.7696814716739151, 0.04548836557058977, 0.8457500786697402, 0.7952302275168824]","[0.41563656470248633, 0.21143034669185212, 0.7902871663181296, 0.7818444782740186, 0.15345814824337134]","[0.08319955048365146, 0.9582296547217337, 0.9312158419825275, 0.6786812526088829, 0.728978040355351]","[0.44856115666432506, 0.18511710257330605, 0.8727971347079714, 0.7984982293043411, 0.6367041861212926]",LDEG,GDEG,GDEG,LDEG,GDEG,GDEG,GDEG,LDEG,GDEG,GDEG
