,Chromosome size,Population size,Max. gens,No. objectives,Obj. 1 name,Objective 1,Obj. 2 name,Objective 2,Time,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10
0,10,10,100,2,Time,0.006170273613379074,Nodes on fire,0.8782995242603971,5.2442169189453125,"[0.3776239527752684, 0.7803685490366444, 0.8649260563986085, 0.9802008539172735, 0.6584753210832125]","[0.9771719487552837, 0.1441660334604996, 0.5757453000371388, 0.5120875490041306, 0.2094918908114357]","[0.784118067973198, 0.512931903295865, 0.45921431536579627, 0.9213022798305632, 0.8521776294943708]","[0.5755746319563921, 0.8875821412635427, 0.45761166904109174, 0.1292529620403452, 0.3252499844633314]","[0.14714398562940334, 0.5391882025406878, 0.6309082527151556, 0.4021218003357966, 0.18636223931772566]","[0.9485940147085874, 0.20767636364790687, 0.805117536616135, 0.28358954600253283, 0.2929711395520198]","[0.1480932357667255, 0.05579106604093187, 0.9306179905892998, 0.9804639992675499, 0.5177577064919838]","[0.05695983376415037, 0.7924537007635275, 0.06104640282267193, 0.946350835605903, 0.3001397444893321]","[0.32199344103964833, 0.16124884811079365, 0.7742991737041319, 0.17263927663572864, 0.7574821819796236]","[0.903967095942993, 0.4926735427837683, 0.44903279393950113, 0.9940263121547841, 0.790379975723118]",LDEG,LDEG,LDEG,LDEG,LDEG,LDEG,LDEG,LDEG,LDEG,LDEG
1,10,10,100,2,Time,0.7927233558576986,Nodes on fire,0.0002954100750907074,5.2442169189453125,"[0.3061040256067442, 0.6894559878306468, 0.1864004105675976, 0.8067455155936468, 0.28155076410256474]","[0.2782457017764153, 0.5062021788763418, 0.2977904130314626, 0.6995763720140559, 0.9443858841893326]","[0.6822907058302351, 0.41285265375300084, 0.7402335874838206, 0.5534246296234325, 0.8337306045829612]","[0.8302465640546078, 0.8927373019270555, 0.189295262012531, 0.15966261210526356, 0.4677304320660697]","[0.8230872070609967, 0.08884228887280265, 0.09850027543961337, 0.3000394282556267, 0.17170148961931464]","[0.19102668446681836, 0.3151319858173254, 0.9526808494381198, 0.5216767823511527, 0.07308290306192544]","[0.3540133392445971, 0.9845396440844064, 0.8508805086011227, 0.5707392132557046, 0.9276693114441412]","[0.5986466552751732, 0.5949083722270595, 0.4002067991333965, 0.6472618159722137, 0.18683182973131096]","[0.49608179392431184, 0.8267133586465943, 0.34417868983734445, 0.09466879821654572, 0.12283390497617863]","[0.4211533208295496, 0.06970128086080263, 0.4494224723885307, 0.6081394254277687, 0.09016426146828538]",LDEG,GDEG,LDEG,LDEG,GDEG,LDEG,LDEG,LDEG,LDEG,LDEG
2,10,10,100,2,Time,0.007925070709807525,Nodes on fire,0.1854537067485742,5.2442169189453125,"[0.47194905081807814, 0.8916143846950838, 0.24318791682243057, 0.9711710942340953, 0.6577061960998611]","[0.98499139733322, 0.008872889697866149, 0.16084413904082884, 0.4764348469970999, 0.471052389600336]","[0.9665147963474939, 0.8469725444537579, 0.5569664297844519, 0.6582594141661992, 0.4317399301059519]","[0.5481503325400051, 0.590071525380808, 0.018516987690671005, 0.6027323465370857, 0.5736711644209117]","[0.5548858208179602, 0.2904991388922742, 0.8877690660699491, 0.8074432016472877, 0.9687990426001991]","[0.8145811708497956, 0.8951502388308672, 0.7077082128208536, 0.2761491851929637, 0.04264763802768512]","[0.18865079330400591, 0.7389755433002455, 0.6722431716048123, 0.46363863953587947, 0.9347584129165141]","[0.18061475807052885, 0.8617021935964312, 0.6243919609024187, 0.521346988234019, 0.9507082091221853]","[0.9791791739613733, 0.13368282216588567, 0.43036805726963745, 0.04867276509787388, 0.736003149881459]","[0.29769388501252947, 0.5857957830282078, 0.6068854351510989, 0.900007998209122, 0.3155228280985952]",LDEG,GDEG,GDEG,GDEG,GDEG,LDEG,GDEG,LDEG,LDEG,GDEG
3,10,10,100,2,Time,0.010259931484730256,Nodes on fire,0.0003424571028490808,5.2442169189453125,"[0.5407407853159885, 0.29600080376049065, 0.1643442857632319, 0.7870138745051513, 0.6219617727254055]","[0.7696393980045657, 0.8749001144644959, 0.8340020121975489, 0.022188523026903106, 0.8316219830564736]","[0.891166308380013, 0.6193504282618533, 0.1476344842078563, 0.16117573048047085, 0.06696307301462323]","[0.7834879161829962, 0.5214735233281907, 0.7621160134734911, 0.8237161475161751, 0.9837383045697637]","[0.4313079493796673, 0.897176608380753, 0.18611510184714697, 0.5482962159658601, 0.5552704098047174]","[0.08018980038037882, 0.35789977912749527, 0.42105004945041646, 0.9913391449505091, 0.11026966141912398]","[0.692776911556582, 0.4073889033257151, 0.1555336061022884, 0.9131876316801494, 0.09774958502699649]","[0.24095832880902435, 0.5222135348591035, 0.19248271846579668, 0.04663984557655387, 0.939863656107869]","[0.7361632482512513, 0.11408019960505866, 0.17221682841184716, 0.8638512451385122, 0.8879571055418504]","[0.5851530706276832, 0.9654728151213255, 0.5135219465824097, 0.7426413744379651, 0.8846136834819133]",LDEG,GDEG,LDEG,GDEG,GDEG,LDEG,LDEG,LDEG,LDEG,LDEG
4,10,10,100,2,Time,0.006179137688506753,Nodes on fire,0.6815058121776035,5.2442169189453125,"[0.13677505167528592, 0.7469429920257619, 0.8005830509178576, 0.2096506837315758, 0.8866051824159309]","[0.2874554755621075, 0.7000718165164399, 0.04086729078557494, 0.34584160025352406, 0.272988933933597]","[0.6902200257121095, 0.1684389594137069, 0.9549077807890429, 0.9658690488245577, 0.9254738852151276]","[0.6862990419425476, 0.4020857030631205, 0.0768590276906046, 0.3096975992579386, 0.756269898181119]","[0.7096865003051784, 0.5499022612830534, 0.23036417828161393, 0.3506563637478566, 0.6274620356002906]","[0.9882341421832372, 0.04340852242225579, 0.5319871479587824, 0.9988806626134712, 0.44885073592370817]","[0.6222304715458372, 0.9305172884995345, 0.9843911088989068, 0.4965561642754609, 0.8075740181283008]","[0.2776781383650536, 0.8222791390587976, 0.6783960769084875, 0.857649689188654, 0.7797184768569044]","[0.9805117726211782, 0.685585434020989, 0.06236442890515037, 0.23800587587916322, 0.7164251128330424]","[0.6765517067751354, 0.30093506675887216, 0.6846248907171867, 0.9826615645350468, 0.3577079757640721]",LDEG,GDEG,LDEG,LDEG,GDEG,LDEG,LDEG,GDEG,LDEG,LDEG
5,10,10,100,2,Time,0.006285824720070665,Nodes on fire,0.553601646016498,5.2442169189453125,"[0.7526389152005468, 0.003136253808382894, 0.2271418683930333, 0.04793280671794531, 0.8663548308522632]","[0.48475469757229894, 0.8014561401641491, 0.323492705315402, 0.39462566301414104, 0.5798925852003874]","[0.28120632939555323, 0.5713889845292447, 0.7099266667332179, 0.8808785016837407, 0.2523004186392763]","[0.6659748459272304, 0.8737244633028026, 0.8434911315057712, 0.3894891120391496, 0.9332706930849485]","[0.7968266583682097, 0.7503892660426648, 0.15700219454305853, 0.9034780922062813, 0.5484197566223247]","[0.31912409445019785, 0.37347113205852966, 0.6694647824457715, 0.8721298382570131, 0.3354363878877311]","[0.05036333534363269, 0.38214205518777766, 0.6685959597897305, 0.1917560302567124, 0.206394868112732]","[0.6012621690356281, 0.37418838645250707, 0.3948456139713309, 0.8759949184999142, 0.5895849388862092]","[0.18088355530523337, 0.9605886018184103, 0.29817232885179634, 0.5430810542595029, 0.8655868115091181]","[0.9333019463390542, 0.2386131886348104, 0.5815721832959232, 0.4338751861625003, 0.3253950264472659]",LDEG,GDEG,LDEG,GDEG,LDEG,LDEG,LDEG,LDEG,LDEG,LDEG
6,10,10,100,2,Time,0.008456070270580707,Nodes on fire,0.013076464193579995,5.2442169189453125,"[0.5699641003731343, 0.028458207417967563, 0.21978901168832543, 0.6791827096321424, 0.7686143539770289]","[0.6643870092396842, 0.6673999733157314, 0.42871793822976334, 0.5085794506635819, 0.6148173907113342]","[0.5469263870254235, 0.03967244337847542, 0.5680727925820102, 0.816546322374877, 0.4103786674841854]","[0.058296831376264624, 0.21446093611093897, 0.8301155630056446, 0.08939431927186892, 0.6331744730846512]","[0.6559957368706905, 0.532998348379368, 0.05478925043393046, 0.9067415361203867, 0.3703820991462885]","[0.9358120161533584, 0.3686429918711722, 0.010155362955246217, 0.2513265746046527, 0.2724136138011247]","[0.40992603442618014, 0.09841097843485525, 0.5898028352428452, 0.024416018576693066, 0.19232857860255415]","[0.6825886794182131, 0.8011474451963959, 0.14322140025179475, 0.3078844795786426, 0.26676910125075415]","[0.7088412319472455, 0.03652212223464857, 0.7592259393321202, 0.9577502500740482, 0.21969350962796996]","[0.4509504643059016, 0.4889733651474232, 0.43654013350710685, 0.8993804003625081, 0.3177455449485389]",LDEG,GDEG,GDEG,LDEG,GDEG,LDEG,GDEG,GDEG,LDEG,LDEG
