0,1,2,3,4,y
0.007479479479479479,0.007494468416312104,0.001,0.0,0.0,1
0.007479479479479479,0.007494468416312104,0.001,0.0,0.0,1
0.007479479479479479,0.007494468416312104,0.001,0.0,0.0,1
0.007479479479479479,0.007494468416312104,0.001,0.0,0.0,1
0.007479479479479479,0.007494468416312104,0.001,0.0,0.0,1
0.007479479479479479,0.007494468416312104,0.001,0.0,0.0,1
0.007479479479479479,0.007494468416312104,0.001,0.0,0.0,1
0.007479479479479479,0.007494468416312104,0.001,0.0,0.0,0
0.0783673469387755,0.08207630878438331,0.06,0.002857142857142857,0.14,1
0.06775510204081632,0.07953950811093669,0.18,0.005714285714285714,0.24,1
0.05142857142857143,0.07256235827664399,0.4,0.012244897959183673,0.46,1
0.027755102040816326,0.05510204081632653,0.72,0.01673469387755102,0.5,0
0.013877551020408163,0.030612244897959183,0.86,0.012653061224489797,0.42,1
0.011428571428571429,0.0,0.88,0.011428571428571429,0.38,0
0.011428571428571429,0.0,0.88,0.011428571428571429,0.38,0
0.007397397397397397,0.007410831354493327,0.005,3.103103103103103e-05,0.031,0
0.007311311311311311,0.007383291910810083,0.035,0.0002012012012012012,0.178,1
0.006882882882882883,0.007214329958929705,0.21,0.0012052052052052053,0.679,0
0.004846846846846847,0.005521076632187743,0.771,0.0036046046046046046,0.891,0
0.002998998998998999,0.0026693360026693357,0.989,0.002982982982982983,0.839,1
0.002970970970970971,0.0,0.994,0.002970970970970971,0.835,0
0.002970970970970971,0.0,0.994,0.002970970970970971,0.835,0
0.04525252525252525,0.045933014354066985,0.04,0.0016161616161616162,0.15,0
0.04080808080808081,0.04570707070707071,0.18,0.004242424242424243,0.31,1
0.03111111111111111,0.039413745296098236,0.46,0.01101010101010101,0.63,1
0.014545454545454545,0.03263403263403263,0.83,0.010303030303030303,0.65,0
0.008484848484848486,0.0,0.95,0.008484848484848486,0.59,1
0.008484848484848486,0.0,0.95,0.008484848484848486,0.59,0
0.014092184368737475,0.01411376724936635,0.016,0.00023246492985971943,0.11,0
0.013507014028056112,0.013834565683090319,0.126,0.001470941883767535,0.508,1
0.010725450901803607,0.012220519470313175,0.586,0.005739478957915832,0.868,0
0.005555110220440882,0.007640280561122244,0.96,0.00531062124248497,0.878,1
0.005082164328657315,0.0,0.99,0.005082164328657315,0.85,1
0.005082164328657315,0.0,0.99,0.005082164328657315,0.85,0
0.007489489489489489,0.007500955134389173,0.006,4.104104104104104e-05,0.041,1
0.007377377377377378,0.007407617701735349,0.046,0.00032532532532532533,0.272,1
0.0067167167167167165,0.007072479456200387,0.309,0.001850850850850851,0.831,1
0.00408008008008008,0.004915027386937499,0.907,0.003642642642642643,0.912,0
0.0033273273273273273,0.0005005005005005005,0.993,0.0033263263263263263,0.872,0
0.0033253253253253253,0.0,0.993,0.0033253253253253253,0.871,1
0.04525252525252525,0.045933014354066985,0.04,0.0016161616161616162,0.15,0
0.04080808080808081,0.04570707070707071,0.18,0.004242424242424243,0.31,1
0.03111111111111111,0.039413745296098236,0.46,0.01101010101010101,0.63,0
0.014545454545454545,0.03263403263403263,0.83,0.010303030303030303,0.65,0
0.008484848484848486,0.0,0.95,0.008484848484848486,0.59,0
0.008484848484848486,0.0,0.95,0.008484848484848486,0.59,0
0.007397397397397397,0.007410831354493327,0.005,3.103103103103103e-05,0.031,1
0.007311311311311311,0.007383291910810083,0.035,0.0002012012012012012,0.178,1
0.006882882882882883,0.007214329958929705,0.21,0.0012052052052052053,0.679,1
0.004846846846846847,0.005521076632187743,0.771,0.0036046046046046046,0.891,0
0.002998998998998999,0.0026693360026693357,0.989,0.002982982982982983,0.839,1
0.002970970970970971,0.0,0.994,0.002970970970970971,0.835,0
0.002970970970970971,0.0,0.994,0.002970970970970971,0.835,0
0.015118236472945891,0.015185472986789905,0.018,0.00023647294589178357,0.114,0
0.014525050100200401,0.014777823545474321,0.13,0.0017274549098196393,0.598,1
0.011414829659318637,0.01253373799622366,0.648,0.007078156312625251,0.924,0
0.006052104208416833,0.00250501002004008,0.984,0.006032064128256513,0.896,1
0.006012024048096192,0.0,0.988,0.006012024048096192,0.89,1
0.006012024048096192,0.0,0.988,0.006012024048096192,0.89,0
0.007489489489489489,0.007500955134389173,0.006,4.104104104104104e-05,0.041,1
0.007377377377377378,0.007407617701735349,0.046,0.00032532532532532533,0.272,1
0.0067167167167167165,0.007072479456200387,0.309,0.001850850850850851,0.831,1
0.00408008008008008,0.004915027386937499,0.907,0.003642642642642643,0.912,0
0.0033273273273273273,0.0005005005005005005,0.993,0.0033263263263263263,0.872,1
0.0033253253253253253,0.0,0.993,0.0033253253253253253,0.871,1
0.015118236472945891,0.015185472986789905,0.018,0.00023647294589178357,0.114,1
0.014525050100200401,0.014777823545474321,0.13,0.0017274549098196393,0.598,1
0.011414829659318637,0.01253373799622366,0.648,0.007078156312625251,0.924,0
0.006052104208416833,0.00250501002004008,0.984,0.006032064128256513,0.896,0
0.006012024048096192,0.0,0.988,0.006012024048096192,0.89,0
0.006012024048096192,0.0,0.988,0.006012024048096192,0.89,0
0.015118236472945891,0.015185472986789905,0.018,0.00023647294589178357,0.114,1
0.014525050100200401,0.014777823545474321,0.13,0.0017274549098196393,0.598,1
0.011414829659318637,0.01253373799622366,0.648,0.007078156312625251,0.924,0
0.006052104208416833,0.00250501002004008,0.984,0.006032064128256513,0.896,0
0.006012024048096192,0.0,0.988,0.006012024048096192,0.89,0
0.006012024048096192,0.0,0.988,0.006012024048096192,0.89,0
0.007479479479479479,0.007494468416312104,0.001,0.0,0.0,0
0.007479479479479479,0.007494468416312104,0.001,0.0,0.0,0
0.007479479479479479,0.007494468416312104,0.001,0.0,0.0,1
0.045858585858585856,0.046677299308878255,0.04,0.0015151515151515152,0.15,1
0.04080808080808081,0.04423986702467715,0.19,0.005858585858585859,0.45,1
0.028888888888888888,0.036001036001036005,0.58,0.014848484848484849,0.73,1
0.014141414141414142,0.01443001443001443,0.89,0.013131313131313131,0.7,1
0.012121212121212121,0.0,0.93,0.012121212121212121,0.65,0
0.012121212121212121,0.0,0.93,0.012121212121212121,0.65,0
0.04606060606060606,0.04670359509069187,0.06,0.0026262626262626263,0.22,1
0.03939393939393939,0.044893378226711564,0.26,0.007070707070707071,0.48,0
0.026262626262626262,0.0338680926916221,0.63,0.014747474747474747,0.71,0
0.013131313131313131,0.008417508417508417,0.9,0.012626262626262626,0.64,1
0.012525252525252526,0.005050505050505051,0.91,0.012323232323232323,0.62,1
0.012323232323232323,0.0,0.91,0.012323232323232323,0.62,1
0.014092184368737475,0.01411376724936635,0.016,0.00023246492985971943,0.11,1
0.013507014028056112,0.013834565683090319,0.126,0.001470941883767535,0.508,1
0.010725450901803607,0.012220519470313175,0.586,0.005739478957915832,0.868,0
0.005555110220440882,0.007640280561122244,0.96,0.00531062124248497,0.878,1
0.005082164328657315,0.0,0.99,0.005082164328657315,0.85,0
0.005082164328657315,0.0,0.99,0.005082164328657315,0.85,0
0.08081632653061224,0.08526077097505669,0.08,0.004081632653061225,0.16,0
0.06775510204081632,0.08163265306122448,0.22,0.007346938775510204,0.32,0
0.04897959183673469,0.06388642413487135,0.48,0.019591836734693877,0.6,1
0.018775510204081632,0.04761904761904762,0.86,0.015918367346938776,0.52,0
0.013877551020408163,0.0,0.88,0.013877551020408163,0.48,1
0.013877551020408163,0.0,0.88,0.013877551020408163,0.48,1
0.015118236472945891,0.015185472986789905,0.018,0.00023647294589178357,0.114,1
0.014525050100200401,0.014777823545474321,0.13,0.0017274549098196393,0.598,1
0.011414829659318637,0.01253373799622366,0.648,0.007078156312625251,0.924,0
0.006052104208416833,0.00250501002004008,0.984,0.006032064128256513,0.896,1
0.006012024048096192,0.0,0.988,0.006012024048096192,0.89,0
0.006012024048096192,0.0,0.988,0.006012024048096192,0.89,1
0.015118236472945891,0.015185472986789905,0.018,0.00023647294589178357,0.114,1
0.014525050100200401,0.014777823545474321,0.13,0.0017274549098196393,0.598,1
0.011414829659318637,0.01253373799622366,0.648,0.007078156312625251,0.924,0
0.006052104208416833,0.00250501002004008,0.984,0.006032064128256513,0.896,0
0.006012024048096192,0.0,0.988,0.006012024048096192,0.89,0
0.006012024048096192,0.0,0.988,0.006012024048096192,0.89,1
0.04525252525252525,0.045933014354066985,0.04,0.0016161616161616162,0.15,1
0.040202020202020204,0.04462344968674082,0.19,0.004949494949494949,0.36,1
0.0298989898989899,0.03851010101010101,0.49,0.011414141414141415,0.65,1
0.014141414141414142,0.030303030303030304,0.84,0.010505050505050505,0.66,1
0.008888888888888889,0.0,0.94,0.008888888888888889,0.62,0
0.008888888888888889,0.0,0.94,0.008888888888888889,0.62,0
0.007397397397397397,0.007410831354493327,0.005,3.103103103103103e-05,0.031,1
0.007311311311311311,0.007383291910810083,0.035,0.0002012012012012012,0.178,1
0.006882882882882883,0.007214329958929705,0.21,0.0012052052052052053,0.679,0
0.004846846846846847,0.005521076632187743,0.771,0.0036046046046046046,0.891,0
0.002998998998998999,0.0026693360026693357,0.989,0.002982982982982983,0.839,1
0.002970970970970971,0.0,0.994,0.002970970970970971,0.835,0
0.002970970970970971,0.0,0.994,0.002970970970970971,0.835,1
0.015118236472945891,0.015185472986789905,0.018,0.00023647294589178357,0.114,1
0.014525050100200401,0.014777823545474321,0.13,0.0017274549098196393,0.598,1
0.011414829659318637,0.01253373799622366,0.648,0.007078156312625251,0.924,0
0.006052104208416833,0.00250501002004008,0.984,0.006032064128256513,0.896,0
0.006012024048096192,0.0,0.988,0.006012024048096192,0.89,0
0.006012024048096192,0.0,0.988,0.006012024048096192,0.89,1
0.08408163265306122,0.08798185941043084,0.08,0.004897959183673469,0.24,1
0.06857142857142857,0.08348794063079777,0.3,0.013469387755102041,0.42,1
0.045714285714285714,0.05800214822771214,0.56,0.0236734693877551,0.64,1
0.022857142857142857,0.02040816326530612,0.82,0.020816326530612245,0.58,0
0.02122448979591837,0.01020408163265306,0.82,0.02040816326530612,0.56,1
0.007479479479479479,0.007494468416312104,0.001,0.0,0.0,1
0.08979591836734693,0.0940550133096717,0.06,0.0032653061224489797,0.16,0
0.07673469387755102,0.09291084854994629,0.2,0.006122448979591836,0.24,0
0.061224489795918366,0.08022519352568613,0.36,0.014693877551020407,0.5,1
0.03428571428571429,0.061224489795918366,0.72,0.022040816326530613,0.58,0
0.018775510204081632,0.027210884353741496,0.84,0.017142857142857144,0.52,1
0.0163265306122449,0.0,0.86,0.0163265306122449,0.48,1
0.0163265306122449,0.0,0.86,0.0163265306122449,0.48,0
0.08081632653061224,0.08526077097505669,0.08,0.004081632653061225,0.16,0
0.06775510204081632,0.08163265306122448,0.22,0.007346938775510204,0.32,0
0.04897959183673469,0.06388642413487135,0.48,0.019591836734693877,0.6,1
0.018775510204081632,0.04761904761904762,0.86,0.015918367346938776,0.52,0
0.013877551020408163,0.0,0.88,0.013877551020408163,0.48,1
0.013877551020408163,0.0,0.88,0.013877551020408163,0.48,0
0.07673469387755102,0.08256029684601114,0.1,0.004081632653061225,0.2,0
0.06285714285714286,0.07563025210084034,0.28,0.011428571428571429,0.44,0
0.037551020408163265,0.05442176870748299,0.64,0.02122448979591837,0.56,1
0.015510204081632653,0.013605442176870748,0.86,0.014693877551020407,0.5,0
0.013877551020408163,0.0,0.88,0.013877551020408163,0.46,1
0.013877551020408163,0.0,0.88,0.013877551020408163,0.46,0
0.015118236472945891,0.015185472986789905,0.018,0.00023647294589178357,0.114,0
0.014525050100200401,0.014777823545474321,0.13,0.0017274549098196393,0.598,1
0.011414829659318637,0.01253373799622366,0.648,0.007078156312625251,0.924,1
0.006052104208416833,0.00250501002004008,0.984,0.006032064128256513,0.896,0
0.006012024048096192,0.0,0.988,0.006012024048096192,0.89,0
0.006012024048096192,0.0,0.988,0.006012024048096192,0.89,0
0.045858585858585856,0.046677299308878255,0.04,0.0015151515151515152,0.15,0
0.04080808080808081,0.04423986702467715,0.19,0.005858585858585859,0.45,1
0.028888888888888888,0.036001036001036005,0.58,0.014848484848484849,0.73,1
0.014141414141414142,0.01443001443001443,0.89,0.013131313131313131,0.7,1
0.012121212121212121,0.0,0.93,0.012121212121212121,0.65,0
0.012121212121212121,0.0,0.93,0.012121212121212121,0.65,0
0.04525252525252525,0.045933014354066985,0.04,0.0016161616161616162,0.15,0
0.04080808080808081,0.04570707070707071,0.18,0.004242424242424243,0.31,1
0.03111111111111111,0.039413745296098236,0.46,0.01101010101010101,0.63,1
0.014545454545454545,0.03263403263403263,0.83,0.010303030303030303,0.65,0
0.008484848484848486,0.0,0.95,0.008484848484848486,0.59,0
0.008484848484848486,0.0,0.95,0.008484848484848486,0.59,0
0.0783673469387755,0.08256029684601114,0.1,0.005714285714285714,0.24,0
