,Chromosome size,Population size,Max. gens,No. objectives,Obj. 1 name,Objective 1,Obj. 2 name,Objective 2,Time,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10
0,10,10,10,2,Time,0.1266530935971718,Nodes on fire,0.16564223226821295,4.154672145843506,"[0.7328831181054466, 0.9547783110814582, 0.8985714269472765, 0.8521167745867931, 0.6293484515186687]","[0.23344202188059604, 0.8944585398416751, 0.8011430415394134, 0.8398264651634106, 0.611664317278609]","[0.17362978488061487, 0.7065342911897754, 0.08140788808275623, 0.715580359510662, 0.07512250192139314]","[0.22213514522007094, 0.1194675073244077, 0.040654574866314075, 0.321043758727224, 0.32239080041450763]","[0.6440359135019433, 0.7686097728465094, 0.09722330134098467, 0.3080862817347588, 0.8795078957325485]","[0.8882858438402552, 0.02364559689507484, 0.22439066091329152, 0.1775469865099969, 0.11613591557039105]","[0.08228189830536559, 0.1320319276657138, 0.47707468741945125, 0.9996767050717816, 0.8371281213653081]","[0.1735433728862208, 0.4173990581484067, 0.8375739970508884, 0.6290256468519783, 0.7901676285335381]","[0.21824872400802497, 0.5682649893309067, 0.5963203625046032, 0.17672744941566865, 0.11987328938209096]","[0.46644417006961914, 0.5323148271522642, 0.10267433477496479, 0.8918896856855789, 0.0240990185721639]",LDEG,LDEG,LDEG,GDEG,LDEG,GDEG,LDEG,GDEG,LDEG,LDEG
1,10,10,10,2,Time,0.41864966332693787,Nodes on fire,0.018720038334399947,4.154672145843506,"[0.3508240293325974, 0.8960106534616461, 0.15294214281375518, 0.7840284706945939, 0.7204893460545072]","[0.843334213549603, 0.8184956235684755, 0.9289850405682466, 0.8559258756181743, 0.800083646239834]","[0.7251081553623013, 0.85973254393349, 0.5450784876737473, 0.23184091505444127, 0.6419698176419231]","[0.12420540281138459, 0.26427470348925974, 0.9085523419713768, 0.7561942581259997, 0.809873619167078]","[0.9131993727850201, 0.6537017894165122, 0.3103729714361745, 0.2677266195282284, 0.7381456066276123]","[0.1332719217273728, 0.8487417922238704, 0.465800597411136, 0.09763660735470692, 0.2327869305129865]","[0.5823913007457849, 0.005864170012882086, 0.5416138667427178, 0.6455160843422976, 0.5000304334108312]","[0.6301543986266983, 0.6973307767147887, 0.16234908155594374, 0.9940622644731996, 0.4785103881268927]","[0.4870921914738061, 0.527578855100132, 0.6051613056276245, 0.8058321229307917, 0.3977843256639296]","[0.2951887602235882, 0.7587265978266594, 0.34021946039519135, 0.8351349228239442, 0.6161256839358893]",LDEG,GDEG,GDEG,GDEG,LDEG,GDEG,LDEG,GDEG,GDEG,LDEG
2,10,10,10,2,Time,0.3772802174924147,Nodes on fire,0.053707799549625346,4.154672145843506,"[0.1046905758294252, 0.3542457830654735, 0.6910713025278998, 0.6932221055945498, 0.5201986787723396]","[0.8027039278926339, 0.8318115844904223, 0.9081101555809785, 0.7474444692399487, 0.7818171721482864]","[0.7267854227039041, 0.3731374417029085, 0.14710263889321318, 0.11224712064971676, 0.8867979712469102]","[0.23830967053442287, 0.8380561927180308, 0.6979891577988021, 0.8590479489941494, 0.4811503731579807]","[0.7648211674012146, 0.6549608991633672, 0.3320256615125531, 0.3299508026077793, 0.6030786003967036]","[0.879325418332112, 0.22041351115951902, 0.4893420492548455, 0.6302299026104016, 0.6029075674976225]","[0.738480163859147, 0.32024976989150455, 0.30493529899314786, 0.8991283432406725, 0.682519649357847]","[0.7496386769379964, 0.07869276541027526, 0.8631793927037262, 0.7222614430947035, 0.9516439772426464]","[0.4447312906876406, 0.11012981203182759, 0.37986890681355556, 0.4663822080839488, 0.07319120048866656]","[0.8092855862045886, 0.6363192856485917, 0.7787241195031797, 0.37521291590677264, 0.543543935959597]",LDEG,GDEG,LDEG,LDEG,LDEG,GDEG,LDEG,LDEG,LDEG,LDEG
3,10,10,10,2,Time,0.040547855334373994,Nodes on fire,0.5538601800981727,4.154672145843506,"[0.8734910027450618, 0.9803548160528968, 0.24044967198072886, 0.3347367922841681, 0.7665432918436854]","[0.8344742916909561, 0.4247280412800265, 0.3490922793175181, 0.7339320730120387, 0.9406464606094339]","[0.4784846959578244, 0.7937303395423477, 0.16324086849713482, 0.2043651101003543, 0.8322099377913488]","[0.9127286298806553, 0.5533599846449224, 0.3575567006212823, 0.1832300355932266, 0.07772839711209689]","[0.6390197739493246, 0.5202085999832812, 0.5940794863811903, 0.4435395821146998, 0.5660443003251817]","[0.26651435043868366, 0.6613151646004475, 0.7675435449694462, 0.8003952481021649, 0.9705672308338107]","[0.46517178276440907, 0.017225131701310348, 0.7027211084511813, 0.1054133146350581, 0.5720656474215041]","[0.33586453212577816, 0.34963022320053705, 0.16507788670314782, 0.8347043268857837, 0.11188216743396096]","[0.27984110963851383, 0.46962061128344923, 0.30233777892879, 0.07424941831263099, 0.5859519521891629]","[0.6227862322853599, 0.8602942232112063, 0.5879920706249624, 0.48622921595610846, 0.15073975184206156]",LDEG,LDEG,LDEG,GDEG,LDEG,GDEG,LDEG,GDEG,LDEG,GDEG
4,10,10,10,2,Time,0.00807810126423425,Nodes on fire,0.7319462139090528,4.154672145843506,"[0.7595133034058618, 0.476981578140657, 0.41109002275816164, 0.7867060421229269, 0.3212391094857435]","[0.25513285341162295, 0.19645829308519225, 0.6635973141940995, 0.03744231217870797, 0.8425734231048341]","[0.9861001046262986, 0.2609877056067861, 0.7166635891894693, 0.6531814929764057, 0.33421103034132027]","[0.7902293437295022, 0.5341974300133406, 0.10749331209683366, 0.8415628560894091, 0.3772761023842355]","[0.07982375374291972, 0.8062109800322232, 0.7842954879050508, 0.120530991044976, 0.8329740612935089]","[0.49417704583433286, 0.5680022998610116, 0.9457609684649501, 0.6448001669477365, 0.9422431112668449]","[0.6044847264408132, 0.6446748779716688, 0.9949660860068635, 0.6814223422899149, 0.8792899396249385]","[0.2511112332066485, 0.6164333851210787, 0.5719635230725456, 0.35409152915778674, 0.9573092548395415]","[0.020476714290453724, 0.41783229135674715, 0.6197570894627474, 0.607782669410239, 0.9293777776826958]","[0.8868107224003979, 0.011212616863937597, 0.2707423148842948, 0.7298935745168547, 0.9951278600151786]",LDEG,LDEG,LDEG,LDEG,LDEG,LDEG,LDEG,GDEG,LDEG,GDEG
5,10,10,10,2,Time,0.06886768782444674,Nodes on fire,0.2268693932133773,4.154672145843506,"[0.41692019511736433, 0.4086506901803125, 0.1850772063048962, 0.892085410808402, 0.8860042152094837]","[0.8606982922454212, 0.10062419884789842, 0.3043945192028593, 0.504636612352181, 0.35747521676645466]","[0.18557533575431207, 0.12105103728386235, 0.27196706730153863, 0.16914341075446293, 0.9620342459278334]","[0.0066048055021119545, 0.01892947114315724, 0.7580467623386253, 0.965973918951579, 0.2596056257187429]","[0.8957814145816111, 0.6788171551371549, 0.8205164481942732, 0.6519580803618992, 0.9041388780609309]","[0.8274722212547931, 0.39250866785696537, 0.7521680426625117, 0.5765764327285902, 0.9231517608103467]","[0.7661880245419759, 0.6934684197742036, 0.9472677551526705, 0.858051368623167, 0.9888144027308746]","[0.34772504539143667, 0.024543979579681907, 0.504004478737879, 0.42562759104347225, 0.9864258171811559]","[0.25370073081342936, 0.9445895502404158, 0.7108341615123879, 0.06847139780767497, 0.9485604686608131]","[0.7832864352240217, 0.8660468614225822, 0.4815655974201366, 0.1346968238163042, 0.6059652911337933]",LDEG,GDEG,LDEG,GDEG,LDEG,GDEG,LDEG,LDEG,LDEG,LDEG
6,10,10,10,2,Time,0.6377093906839293,Nodes on fire,0.007307623983160649,4.154672145843506,"[0.5831180069650431, 0.7223412139286335, 0.0889782206568176, 0.012567851148511333, 0.4802467921885204]","[0.043329991609995844, 0.1863373488204476, 0.11726287739801045, 0.3061768802567051, 0.15970714342855696]","[0.30024171340652417, 0.07085458798564837, 0.1901906337754068, 0.6003846344029495, 0.5786315199432593]","[0.01609750142874178, 0.05861139023747608, 0.004798298227728592, 0.26216570112861515, 0.3247131710952007]","[0.6482076203103839, 0.5428890215431683, 0.5879324511457544, 0.15319449119203732, 0.5094982546918382]","[0.6148945527372565, 0.32660187632491866, 0.1650536203295615, 0.1816257000684659, 0.15979175058312356]","[0.41082467850108817, 0.27295881484405304, 0.18570352033889248, 0.6062447150827781, 0.5798779542507453]","[0.378038482991913, 0.8097747059839775, 0.8598707103205954, 0.5083161552197443, 0.6715544107116282]","[0.41734985505757005, 0.31231579765683715, 0.004891893963661742, 0.3008211831705787, 0.3900861484179473]","[0.5794477340284532, 0.9750601733232285, 0.8710778031762958, 0.7756702610884345, 0.31216501817300024]",LDEG,GDEG,GDEG,LDEG,LDEG,GDEG,LDEG,GDEG,LDEG,GDEG
7,10,10,10,2,Time,0.010682337344250392,Nodes on fire,0.6121775037290881,4.154672145843506,"[0.029168286543280963, 0.020052328304689837, 0.4247142756690655, 0.30405553119913087, 0.4104546400198691]","[0.8574659394045315, 0.30360081139126394, 0.07854907225910368, 0.7025591901034026, 0.3396070237861021]","[0.3037282645218867, 0.5170492937277131, 0.11312800897061182, 0.8109991962003233, 0.8972327577100275]","[0.6746439444942826, 0.20926394283500227, 0.21160079873987836, 0.7724502685689466, 0.59770707723183]","[0.7302556712377523, 0.27503725440126137, 0.8391067305686278, 0.7089985790838461, 0.8460058578786639]","[0.6744028945910316, 0.2521692254390163, 0.08588328645024634, 0.5385463464207635, 0.5697463257528386]","[0.0918770542295585, 0.06247099206647688, 0.5310573216391177, 0.3533865379529798, 0.2632509923608357]","[0.16832806272071654, 0.47207827227199217, 0.09284224967282395, 0.1425035260616233, 0.9497532873345035]","[0.012506165914473288, 0.7130344275255224, 0.8963259329532773, 0.38694400911028914, 0.4873502731767627]","[0.07569971646654328, 0.28448616558273243, 0.4645494966467344, 0.6724083307982851, 0.7108008340843731]",GDEG,LDEG,LDEG,LDEG,LDEG,LDEG,LDEG,GDEG,LDEG,LDEG
8,10,10,10,2,Time,0.23909349985723038,Nodes on fire,0.05738963480849735,4.154672145843506,"[0.1384490196388546, 0.23077541089788622, 0.7838694036259385, 0.6971264296029455, 0.6631822708454262]","[0.27746289383987577, 0.2376316217170522, 0.4502012708320581, 0.5827407474663373, 0.8729970101957776]","[0.15162396422125102, 0.8956720157214213, 0.7634239282186228, 0.2834178518799175, 0.76736147552901]","[0.8278949039027556, 0.9643926311677887, 0.17651946052006084, 0.3252020598313917, 0.13278700151615175]","[0.3100249125800698, 0.5940258626931036, 0.7141794858786013, 0.4799565873348378, 0.2694900710882433]","[0.9881073204266451, 0.14593932951279298, 0.997827386679129, 0.33244368658076806, 0.07978589180723006]","[0.16897485192010597, 0.012750296805456252, 0.019676801756540963, 0.3334046270781037, 0.8819419976666609]","[0.11956142308731454, 0.05366968675000161, 0.5856654424320719, 0.9201490842698271, 0.3141504785346625]","[0.6096283670174462, 0.23584406448965922, 0.15414569257526745, 0.22730884764686354, 0.3525146168770916]","[0.1342438375524525, 0.5138579255499454, 0.966978166307295, 0.10608453373436921, 0.9361851672822874]",LDEG,GDEG,GDEG,GDEG,LDEG,GDEG,GDEG,GDEG,GDEG,LDEG
9,10,10,10,2,Time,0.061874097715408194,Nodes on fire,0.36878105188161525,4.154672145843506,"[0.1667339945705537, 0.5836879594796146, 0.4334735094238643, 0.2826096984573119, 0.046486051971171505]","[0.08964218154890313, 0.20318629890614825, 0.3015893775347477, 0.6400148175536177, 0.6960356932685644]","[0.39313620880687217, 0.6272011101136796, 0.22140545824441893, 0.9086292945501249, 0.37549879427965727]","[0.5841049532364264, 0.12617456430101393, 0.5815096834739604, 0.5824302090160154, 0.02199292770672545]","[0.46833233313262024, 0.01885244343859338, 0.0557312944579037, 0.34468453241855634, 0.16120335134126518]","[0.6536332484378702, 0.9074600785268835, 0.22345952737951402, 0.5722193648303096, 0.25256293314407186]","[0.594946097273374, 0.8955136736790704, 0.4637699252783296, 0.9619105689388903, 0.8336274480743279]","[0.16103517376479481, 0.584225714306037, 0.9756620681300491, 0.955239018521958, 0.2280382001973814]","[0.1846516426734337, 0.7654894196920955, 0.5027697278157444, 0.7868317682844077, 0.09264087846925773]","[0.9895409006132547, 0.9231300068065672, 0.3719718231355045, 0.23609608464306298, 0.5565601656215489]",LDEG,GDEG,LDEG,LDEG,LDEG,GDEG,LDEG,GDEG,LDEG,LDEG
