,Chromosome size,Population size,Max. gens,No. objectives,Obj. 1 name,Objective 1,Obj. 2 name,Objective 2,Time,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10
0,10,10,10,2,Time,0.028927191496108007,Nodes on fire,0.8903304292982456,4.2703211307525635,"[0.07326508253141217, 0.6714206846760521, 0.5280582451368376, 0.5497941405829223, 0.9145582820285839]","[0.21887072246122985, 0.2070432509509723, 0.6115276752443298, 0.9909728659994372, 0.39273120208624446]","[0.07875018393034738, 0.39297950935891635, 0.1535980530352371, 0.3893966611257901, 0.019470810913986725]","[0.2427590950065872, 0.8956433577302313, 0.5472168759396251, 0.8854222400266722, 0.7560801441899649]","[0.8757124602803675, 0.08059505917110965, 0.22912032058130194, 0.5123460195864246, 0.5005146900721967]","[0.07363993818630221, 0.3363103832863694, 0.7436982140999734, 0.5565189515572914, 0.06809841774702852]","[0.7057753106925763, 0.9860490646500237, 0.21724291837515175, 0.6809602369097908, 0.17446325783296057]","[0.35886839154658867, 0.2277206880055469, 0.8047846832388635, 0.17726145326092035, 0.5790333346518974]","[0.2364503694214951, 0.5071068404144761, 0.19964987059788109, 0.38087710904996797, 0.4414538739483358]","[0.7221909788299096, 0.05483686969977242, 0.708392547166534, 0.0764849829578117, 0.9547057086273757]",GDEG,LDEG,LDEG,LDEG,LDEG,LDEG,GDEG,GDEG,LDEG,LDEG
1,10,10,10,2,Time,0.04792185773145918,Nodes on fire,0.28646592818874894,4.2703211307525635,"[0.019038461065457812, 0.08675077703273892, 0.20265990004410162, 0.9421988394351593, 0.3215696256258621]","[0.7893878838818178, 0.535408308810823, 0.4383953869778461, 0.11326775850179494, 0.11347805420369195]","[0.3956678943416143, 0.8202471246051031, 0.8161299834241674, 0.3919447459191723, 0.1775231955093708]","[0.6074762653322998, 0.4863235577990893, 0.6746313022056423, 0.0458373174326171, 0.8219276482041022]","[0.07216308505635205, 0.42342620387582897, 0.2573759526959949, 0.8550205822736578, 0.12010986239697463]","[0.5426189893959823, 0.6771003117321368, 0.29091255439551067, 0.3418580665483596, 0.7950747925332181]","[0.07977059880969584, 0.7662680373425085, 0.7809819144083824, 0.5432246087569554, 0.23868245369193564]","[0.10715824662501494, 0.8064365920712354, 0.03134150388847445, 0.037807909140517126, 0.13078122659681757]","[0.7948040390524357, 0.2537942755642626, 0.295839260881971, 0.2564892937493457, 0.8536862178899448]","[0.20777844072140184, 0.022891713744577435, 0.2731749769324848, 0.09588886133331542, 0.8220548931555236]",GDEG,LDEG,LDEG,LDEG,LDEG,LDEG,LDEG,LDEG,GDEG,GDEG
2,10,10,10,2,Time,0.07725859117377099,Nodes on fire,0.21999408982664515,4.2703211307525635,"[0.9018944720049331, 0.734189341477312, 0.21509000031048908, 0.4568193669539212, 0.7453849826398938]","[0.4750627283367307, 0.8224465318790772, 0.7763490033582847, 0.5731655935385874, 0.3374074081702684]","[0.3190021041365583, 0.16080227605312825, 0.46898882604421643, 0.6729034979841786, 0.6247036200943047]","[0.21216632057925822, 0.6354877353482548, 0.8859923746667696, 0.12360383117958607, 0.40590986986620825]","[0.6318543969997074, 0.6697667098775981, 0.704889344019036, 0.9367573371632278, 0.7458478273214904]","[0.45181219431360475, 0.9088343811769326, 0.14567038791800802, 0.8199364803168704, 0.8307766612996564]","[0.05471341442136857, 0.667986275284054, 0.8021693335830727, 0.6736600499922226, 0.3125902417939854]","[0.06372523867766489, 0.08576433058789634, 0.6544485538661085, 0.4390503695865886, 0.20147412638730777]","[0.28745016093365205, 0.6197022144360047, 0.9200578031327088, 0.6965799261627776, 0.9317225429531608]","[0.8126992715485452, 0.7764067779396097, 0.25825963013622555, 0.9428528921020605, 0.8312279414439598]",GDEG,GDEG,LDEG,GDEG,LDEG,GDEG,LDEG,LDEG,LDEG,GDEG
3,10,10,10,2,Time,0.3178479576918781,Nodes on fire,0.041310457046004334,4.2703211307525635,"[0.8545114772341907, 0.9149175381869626, 0.976438943560763, 0.013482318685827721, 0.5868789072785611]","[0.4988458685338195, 0.24316319616276572, 0.7057096932128497, 0.7426906835156076, 0.07503734105136672]","[0.15910349412643998, 0.6201951237370417, 0.6976279902278768, 0.9991940814804254, 0.9822451580518615]","[0.026603250481698648, 0.17816389182627823, 0.7979079582963925, 0.8586581917045385, 0.04711849068242835]","[0.22492900984595232, 0.9522752215599216, 0.6623856964560965, 0.06132081731045835, 0.8438300673725095]","[0.7239203480687817, 0.8522109609856896, 0.9587034406173773, 0.8993276200760404, 0.7136444186257137]","[0.11164789829987254, 0.8246840703856736, 0.8516726873900574, 0.9824086275775303, 0.3710943832138047]","[0.19436667819993758, 0.22959168342486092, 0.8717948068038136, 0.15310048683975497, 0.018410108010720738]","[0.8573086994188164, 0.3462795612758016, 0.37828205674520443, 0.8620321123185777, 0.3094277441583231]","[0.6501084260904781, 0.6390616852949336, 0.30546576784451196, 0.19304145268834216, 0.6478920163907935]",GDEG,GDEG,GDEG,GDEG,LDEG,GDEG,LDEG,GDEG,LDEG,GDEG
4,10,10,10,2,Time,0.646190855690497,Nodes on fire,0.02400703869528409,4.2703211307525635,"[0.5645012700036494, 0.4010739414244969, 0.3486889867124263, 0.518276316998157, 0.5407423173578103]","[0.32329186917410424, 0.26890220187050584, 0.778952311812464, 0.8001720287882703, 0.1357369044742055]","[0.1510127912919299, 0.45874998239471654, 0.43515917487608025, 0.764880412668287, 0.7692889742397012]","[0.10503144592147351, 0.9136884381205848, 0.5297978746502243, 0.7221500932396239, 0.353108000832175]","[0.2869531695462857, 0.4064627024065809, 0.8736765982242868, 0.4526695437296422, 0.6410321717012785]","[0.789120235053479, 0.06956781686151581, 0.012803777792668725, 0.03259182004442396, 0.4388596816304263]","[0.9393054041806518, 0.9270739366066604, 0.9772754211449513, 0.14155373510541935, 0.7601602724800935]","[0.25354666027807504, 0.8187261634466168, 0.7502098030395736, 0.43541677655365607, 0.28612335474125217]","[0.3736226528570309, 0.23237861595539355, 0.9882968261436873, 0.016312396183898348, 0.1369236061315905]","[0.14172657917390974, 0.03864695272389551, 0.8970603803442755, 0.4245148120733462, 0.10192714764475408]",GDEG,GDEG,GDEG,GDEG,GDEG,GDEG,LDEG,LDEG,LDEG,GDEG
5,10,10,10,2,Time,0.16109872619004773,Nodes on fire,0.10571360151774345,4.2703211307525635,"[0.443095560018652, 0.6739076511549655, 0.28280297701570023, 0.4229071829981521, 0.5249502695713749]","[0.34550185876315387, 0.3001281042472933, 0.956349907019937, 0.24461050039485244, 0.8936226832236338]","[0.15694283458390534, 0.119791284270933, 0.2152885530306906, 0.7445989425877904, 0.8305050099189473]","[0.08897372103288859, 0.04889176610057133, 0.8504901626292386, 0.2660989094136531, 0.3054792133464269]","[0.9713198524828826, 0.5252680014107663, 0.1796054168345509, 0.9288597858935612, 0.7057784517755258]","[0.6793695020631401, 0.3581332968869597, 0.9181143029783901, 0.9132589901808162, 0.5256675440120403]","[0.40458570186175535, 0.49387288475053415, 0.36030105116215927, 0.5352556904637488, 0.1659198616675437]","[0.09251089564696335, 0.4263276394225939, 0.10015028509994217, 0.057104447735160435, 0.12031324314637004]","[0.9575342110361423, 0.7484239531581679, 0.7358183716183885, 0.46012340116603345, 0.16680930760165724]","[0.7619047484048711, 0.03804155227525008, 0.5450776388159005, 0.15963958346620255, 0.8283753702608558]",LDEG,GDEG,LDEG,LDEG,LDEG,GDEG,GDEG,GDEG,GDEG,LDEG
6,10,10,10,2,Time,0.039899462450374235,Nodes on fire,0.41684609686956176,4.2703211307525635,"[0.39650992308782584, 0.5466032853558896, 0.8966212392942872, 0.654203134033114, 0.1991704186362594]","[0.09529166242372922, 0.43419607462048426, 0.5799796354228451, 0.434806190836464, 0.37657681291714973]","[0.007423222246315531, 0.4516693319116558, 0.32669993789315466, 0.8026141399857077, 0.11693834698618666]","[0.6060705696586745, 0.15645527209158405, 0.8283175326904704, 0.1324775563337428, 0.2592746711332956]","[0.944658650237575, 0.19118150955434376, 0.07740997126133042, 0.34470253000106577, 0.24358872197127568]","[0.4659871558947283, 0.33155855318448424, 0.5597752429902754, 0.7866886566379275, 0.16822562579519806]","[0.42582332008963386, 0.07447523387795474, 0.2630458966116961, 0.9268540941275429, 0.42872311433841936]","[0.6477414228820978, 0.7709448263923638, 0.8603268315594397, 0.4941168327084394, 0.8284599226719205]","[0.5908938935116687, 0.024294659306737687, 0.3539638666772943, 0.42965860224155383, 0.7552088491833294]","[0.947897820049242, 0.7905330056102937, 0.6525410626982278, 0.3973373567727101, 0.15238715567114658]",LDEG,GDEG,GDEG,LDEG,GDEG,GDEG,GDEG,LDEG,LDEG,GDEG
7,10,10,10,2,Time,0.25889160577633996,Nodes on fire,0.04937975586582288,4.2703211307525635,"[0.24928733086099064, 0.8760163628744693, 0.09170882960360482, 0.8065734196202301, 0.7622936276475462]","[0.18344376605000767, 0.04673512823389214, 0.918788909660941, 0.9575001248749317, 0.5074423582183141]","[0.39448609322979344, 0.3469988427292068, 0.9309366088135581, 0.1125208398098072, 0.7822701840704649]","[0.5620131171495572, 0.6576876055746478, 0.874692849804965, 0.764342087304116, 0.9942847904633079]","[0.21602509102161138, 0.2926200183174752, 0.9643030709453131, 0.1476978418621726, 0.6154342959750106]","[0.4905934722441484, 0.08493075132259253, 0.6755320036228962, 0.6057254243222233, 0.7979394749758365]","[0.04055236124997408, 0.2504171484560447, 0.6934933930998599, 0.6382966812677763, 0.3951418670842741]","[0.9667019492695235, 0.006144832581983395, 0.6630114669288266, 0.04999552732794954, 0.36208515266927643]","[0.7965899013324187, 0.061826740772010225, 0.3374091386479021, 0.46728935051086273, 0.2742009354760444]","[0.09405465612368247, 0.5602481128039977, 0.37992419520620846, 0.23025580566205928, 0.4627673732775315]",GDEG,LDEG,LDEG,GDEG,GDEG,GDEG,LDEG,LDEG,LDEG,GDEG
8,10,10,10,2,Time,0.12315548394891374,Nodes on fire,0.1507482620220405,4.2703211307525635,"[0.32627505793765665, 0.6132134287975491, 0.7273576158985328, 0.6657655635840316, 0.997626177006726]","[0.40120774193761544, 0.06548461700716568, 0.9394180130325144, 0.6422700305569707, 0.2932620478016761]","[0.36848323332975075, 0.38445715070476616, 0.2710718758880928, 0.8636088573017157, 0.9111255448897728]","[0.5205016698766148, 0.5263898069317119, 0.9141299882501245, 0.838172452074004, 0.4192379774064504]","[0.31660939924551956, 0.10886246377896347, 0.10570637240175795, 0.9316382308117775, 0.7329212602010039]","[0.3983017824137094, 0.04858300413626215, 0.26640578060888187, 0.5921470328813222, 0.0721307837080516]","[0.9699677170945928, 0.3755666397834465, 0.5248214776638592, 0.13533127560547964, 0.21076163610271104]","[0.05273499881960719, 0.052280328157602085, 0.08018302733759308, 0.8152446524546895, 0.3353147210389926]","[0.9585244205145614, 0.7416333456648397, 0.8412931192784164, 0.9509833896834937, 0.7760995285990292]","[0.13219662816402178, 0.0881035695048451, 0.20626390506753955, 0.9990018836878788, 0.5076817983238674]",GDEG,GDEG,GDEG,GDEG,LDEG,GDEG,LDEG,LDEG,LDEG,LDEG
9,10,10,10,2,Time,0.2378613638421737,Nodes on fire,0.10017353289780484,4.2703211307525635,"[0.7951811788373261, 0.7974034405220958, 0.4425417836256179, 0.22116288960550978, 0.06679410404564579]","[0.650946937852189, 0.0979317077535432, 0.4520313776407918, 0.061541581658368316, 0.2208391016243828]","[0.8561028766359371, 0.2844799037672502, 0.35274953863001046, 0.2939422235570396, 0.3236389383220737]","[0.3724074567112985, 0.7123867475211586, 0.19190450649808632, 0.20277527907670045, 0.7916058567144467]","[0.06586220063307413, 0.5613630177711466, 0.4806698826148861, 0.2818633696340289, 0.6735446651555334]","[0.026794131265876153, 0.027746434300483847, 0.32872266304077413, 0.5701567343184986, 0.2979063119143861]","[0.7041249569556192, 0.6562688283326052, 0.6990848666644319, 0.34106321865160727, 0.7626528236800689]","[0.3300548620061021, 0.714153871599505, 0.02708295428497165, 0.21639443657740787, 0.931201399376055]","[0.5609134013803614, 0.8146306436043229, 0.5890165647834609, 0.12418180414267654, 0.16113136365538094]","[0.4197172798638529, 0.5535611925529363, 0.876918532274029, 0.5035016147651689, 0.22396332470006464]",LDEG,GDEG,LDEG,GDEG,LDEG,GDEG,LDEG,LDEG,GDEG,LDEG
