,Chromosome size,Population size,Max. gens,No. objectives,Obj. 1 name,Objective 1,Obj. 2 name,Objective 2,Time,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10
0,10,10,10,2,Time,0.18279516702837129,Nodes on fire,0.029197040361236826,3.408277988433838,"[0.8594760020184989, 0.5658240949938191, 0.5484081600023015, 0.943158482710666, 0.6961435406345021]","[0.7028514731013861, 0.4112406525449811, 0.9447341785672697, 0.7564350467393479, 0.3808233009110489]","[0.6207139906224508, 0.6586833478453382, 0.6503746382881169, 0.9353771288239189, 0.44826143124873075]","[0.7268974312176503, 0.1841576813937701, 0.12988996550947574, 0.8931098613293921, 0.5830453324810168]","[0.3912419504826299, 0.7790922497482986, 0.23519646672944772, 0.5384756362121217, 0.4348032443651506]","[0.28569498764986345, 0.0993888701017821, 0.10643134486543604, 0.6059290146349675, 0.5170471870224734]","[0.06292770618387855, 0.09668721186780038, 0.6515856523936404, 0.021848415656894993, 0.6788950954291159]","[0.9028600722364755, 0.8636084728713179, 0.7198822135039803, 0.8816808539075418, 0.5739669538687918]","[0.2778240801151095, 0.4827412912092718, 0.7668521654186559, 0.33089204036868636, 0.6701053611444268]","[0.9330325793847841, 0.3020960005937149, 0.7971591732189318, 0.19876682796132206, 0.3216920603979948]",LDEG,GDEG,GDEG,LDEG,GDEG,LDEG,LDEG,LDEG,GDEG,LDEG
1,10,10,10,2,Time,0.005116327261172282,Nodes on fire,0.07146077453235855,3.408277988433838,"[0.6694843895712183, 0.8375803723456338, 0.17908911025074048, 0.5816011528107611, 0.9887527391730503]","[0.6119370494719594, 0.7912342570313375, 0.15314997777216877, 0.15951273772507124, 0.6352585492054167]","[0.7785657133646952, 0.026722626136253202, 0.2538217491489364, 0.12751077888214957, 0.600189317956644]","[0.7145182481430179, 0.9970600295972725, 0.7065742124800196, 0.32275314270300304, 0.44420034418844845]","[0.1762599677563207, 0.39040407119918685, 0.7368157656480772, 0.28368212078212174, 0.554805535690105]","[0.9525888120684418, 0.3853269399516034, 0.40403857183248515, 0.994043945156899, 0.9449710781709281]","[0.2018010619039058, 0.8368724206964631, 0.2730212554261262, 0.24052213782326703, 0.8087005477019784]","[0.24816309475984644, 0.42274751481088835, 0.33090014828842484, 0.3968632165977892, 0.03916733704825048]","[0.886682108816932, 0.9888505643511187, 0.27898960338905165, 0.5991660456806753, 0.8191038139786224]","[0.7101647616922983, 0.6637007271377462, 0.296576920500793, 0.3336969512124245, 0.1915149132421634]",LDEG,LDEG,LDEG,LDEG,LDEG,GDEG,LDEG,LDEG,GDEG,LDEG
2,10,10,10,2,Time,0.0038915998613305858,Nodes on fire,0.8144257783942754,3.408277988433838,"[0.47401103841171266, 0.723797326175559, 0.6616999818557314, 0.31431520860490936, 0.7981733664156131]","[0.5859297847909536, 0.6500775115068448, 0.9739915619056562, 0.4345058863681923, 0.8035093549392353]","[0.31268682640563483, 0.9168903092493128, 0.49812710552324313, 0.21204585043256763, 0.6840764635881482]","[0.7689871238220493, 0.2555239061758583, 0.3033322968607879, 0.45204408310413713, 0.7271868125264868]","[0.6230104853538627, 0.5893708431133177, 0.11156829176558936, 0.47033148004307124, 0.8474697813841426]","[0.3577053516851104, 0.7901020685343318, 0.5783278079067949, 0.19222576689137894, 0.068416066129113]","[0.7939620822686076, 0.8583003083318378, 0.5990755040769176, 0.9452631123019742, 0.22877336689734062]","[0.17614512256095127, 0.6721606031255343, 0.09264106697774199, 0.12157202288646929, 0.48094559812863746]","[0.6087647605772921, 0.3060871823771981, 0.49597473141292403, 0.8083161685373007, 0.7754267053531616]","[0.07840693490740336, 0.25497246387091876, 0.44767210441064864, 0.7423008753799019, 0.14708702793607875]",LDEG,GDEG,LDEG,LDEG,GDEG,LDEG,GDEG,GDEG,LDEG,GDEG
3,10,10,10,2,Time,0.24035928093982883,Nodes on fire,0.0076917915493736055,3.408277988433838,"[0.08153939346469474, 0.3729316021571861, 0.5658846475288656, 0.9917652101463665, 0.04603919707474424]","[0.7182039642643311, 0.7997992465232764, 0.45411919630913566, 0.4608915415226894, 0.16508976459649127]","[0.6515875581640697, 0.7965640494557719, 0.04476489778329007, 0.569317580985514, 0.3480483884915032]","[0.33064212289441464, 0.5786835606250408, 0.27886364240065586, 0.6501049802414992, 0.07555745757736332]","[0.29759082291312333, 0.2650284114318313, 0.2840557688717703, 0.49037433282735354, 0.9871837960642375]","[0.06549066122122482, 0.7298921601129688, 0.2239651859140508, 0.27349668429920604, 0.42516248073002894]","[0.6819940440452517, 0.8813909734892409, 0.9113011579458221, 0.8098420889174889, 0.3584723348739157]","[0.7827610482210857, 0.6119027999687456, 0.2953656484286501, 0.02155577776817197, 0.08062273700158185]","[0.4087339639463151, 0.9243089453944853, 0.912850077440514, 0.1687095306111911, 0.7719846404401314]","[0.6810397342138521, 0.4429021885654756, 0.5189703639057036, 0.3833849575642678, 0.7502805756713378]",GDEG,GDEG,GDEG,GDEG,GDEG,LDEG,GDEG,GDEG,LDEG,LDEG
4,10,10,10,2,Time,0.06515304110799269,Nodes on fire,0.030172103779766535,3.408277988433838,"[0.7704746967439977, 0.6892863759490634, 0.6854741622817998, 0.4611084641773825, 0.9514712924825108]","[0.576830621189903, 0.06447450802638266, 0.027729739038554246, 0.6529525639179472, 0.6892850363616594]","[0.06771612819862327, 0.3818228246837734, 0.503617205449016, 0.6524177796084831, 0.2433536397765328]","[0.6309608393256995, 0.11703557505820417, 0.6912996145557992, 0.5447389465039822, 0.1365889279928777]","[0.6898906054923961, 0.3833225619033779, 0.40313351222412674, 0.2570183528459117, 0.5895814172268203]","[0.10142679938959487, 0.501443033036319, 0.28281255187644594, 0.7637951900382275, 0.2807982724492829]","[0.47577249339648886, 0.2600628959420529, 0.09389345960132323, 0.5593417835131231, 0.2136095199022362]","[0.12486677854272077, 0.850538681224112, 0.5065314570064963, 0.7727602685419949, 0.1321712790754933]","[0.31255021243414605, 0.9692009315345492, 0.9709990276155984, 0.43797316452139345, 0.06403411401713588]","[0.44309270835852343, 0.09302587276945817, 0.7624912056393608, 0.7496634861608419, 0.5697678637632019]",GDEG,GDEG,GDEG,GDEG,GDEG,LDEG,GDEG,LDEG,LDEG,GDEG
