,Chromosome size,Population size,Max. gens,No. objectives,Obj. 1 name,Objective 1,Obj. 2 name,Objective 2,Time,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10
0,10,10,10,2,Time,0.11318896621505059,Nodes on fire,0.10404820678165494,4.66900110244751,"[0.9710611314629621, 0.8078699901286123, 0.766220448667306, 0.07370080101235998, 0.6394239942342755]","[0.21343299948411032, 0.14885426062647678, 0.6384603026927679, 0.011714532782871157, 0.11762179372584325]","[0.5418149305473265, 0.11135512603094422, 0.3693461931871961, 0.05702083265189495, 0.6053209060995172]","[0.9784878642332518, 0.8805429643396108, 0.6928444690681603, 0.0027787712093726435, 0.07106903599445691]","[0.35406198690714896, 0.19122732765651862, 0.7989154180798228, 0.575938300683079, 0.9066847159170192]","[0.8714369591842647, 0.014431717012608924, 0.7087791593030784, 0.18627589967967606, 0.8435497926811457]","[0.4029736632655957, 0.27425485661289317, 0.3326590585523822, 0.22144649609704325, 0.22781757505676026]","[0.03573958677292943, 0.21429137911112284, 0.34561134888889733, 0.19463136030975636, 0.690010527127759]","[0.8952540678870706, 0.3698043786424732, 0.38698291721434586, 0.3489423695680055, 0.09494175713569442]","[0.6261299517906371, 0.358563874245746, 0.3713739507830781, 0.8440011882242459, 0.9602899909513066]",LDEG,GDEG,LDEG,GDEG,LDEG,GDEG,LDEG,LDEG,GDEG,GDEG
1,10,10,10,2,Time,0.00026061842235980404,Nodes on fire,0.16120785362827572,4.66900110244751,"[0.24692227750754814, 0.43576368523640163, 0.5437207350072985, 0.7634232306675028, 0.6824741948516995]","[0.5003440147939492, 0.2506420256182166, 0.265772657697283, 0.5868579654419238, 0.9022835966258106]","[0.07209550430639156, 0.1223071129298422, 0.47143854403804275, 0.69712685308115, 0.4444200455480747]","[0.6067478098788823, 0.6849574619048466, 0.9645650607887767, 0.08696954078629893, 0.5060179271117698]","[0.9185302856980073, 0.7513402392267224, 0.47856631813574224, 0.7182016596656492, 0.4479975003993495]","[0.5102838563860815, 0.10229614715636126, 0.7941898920190724, 0.4399193997366019, 0.7665249277466892]","[0.8514003037514897, 0.036628612143244754, 0.4707322332632, 0.3056944943603779, 0.3181488493887842]","[0.4439668114693456, 0.2946604121290308, 0.3055388486267764, 0.5951020567342962, 0.39644287265490064]","[0.12946310661855065, 0.8917942091339024, 0.4623779526242081, 0.02538795040871311, 0.5430066006193206]","[0.39681506180000925, 0.1803713353604045, 0.6576578878508119, 0.8865957020213532, 0.3093493928834625]",LDEG,GDEG,GDEG,GDEG,GDEG,GDEG,LDEG,LDEG,GDEG,LDEG
2,10,10,10,2,Time,0.5751181589187675,Nodes on fire,0.001602910701663074,4.66900110244751,"[0.8933585458963232, 0.15066558747639403, 0.2959014694360077, 0.017818381732679467, 0.4219934244451726]","[0.962283470759565, 0.09707300760325066, 0.054567675885458744, 0.5463331796346594, 0.8817044932603747]","[0.1850732735167493, 0.029812446323394637, 0.7254622181021538, 0.8497314036773679, 0.20907334450234938]","[0.10276419017989713, 0.39245863915048773, 0.12140463609174323, 0.36186411723628653, 0.5682004006232166]","[0.7516938859022381, 0.9363076058179914, 0.5068988009715142, 0.7406505911498553, 0.047858246073959165]","[0.17620858408565443, 0.17234786631089172, 0.32454949142969824, 0.3698507784201024, 0.3752678767326033]","[0.2545364724902315, 0.021410395763558077, 0.8584061603621176, 0.24971109217070953, 0.9759497852628284]","[0.7865723275211001, 0.4230390560831532, 0.8101457300694643, 0.0768633860820982, 0.09329059267588058]","[0.9757478007786907, 0.933699257324651, 0.22179169062131454, 0.6351964468008114, 0.7723505286793342]","[0.14946795744793706, 0.3903735105769439, 0.9558704642014676, 0.04609816347975926, 0.730431697003465]",LDEG,GDEG,LDEG,GDEG,GDEG,GDEG,LDEG,LDEG,GDEG,LDEG
3,10,10,10,2,Time,0.34720026283865124,Nodes on fire,0.0328320754995276,4.66900110244751,"[0.34687436422237616, 0.5875700482231893, 0.6915913055515444, 0.15367869607779394, 0.5723401898644562]","[0.5615140508331613, 0.9161575986794573, 0.31759419133698763, 0.5106685321870589, 0.48548514219552397]","[0.569586477864271, 0.45028240356809246, 0.706983630605921, 0.3155835031453754, 0.22630600452261018]","[0.16163968234185966, 0.21235022039153395, 0.056180309753435465, 0.2285865260914166, 0.731256463680918]","[0.5940714402904123, 0.775740230647725, 0.46373578632266943, 0.23372033250412894, 0.6910678071933755]","[0.3743310736853568, 0.8968190314744711, 0.08092386453992584, 0.8236565238705211, 0.8501907804958369]","[0.9077385533877496, 0.48400699030510175, 0.9344138712970161, 0.1006190706054122, 0.536465340365405]","[0.9671132871946551, 0.7391623104493857, 0.7484822593207862, 0.7956032468978267, 0.7902299928472216]","[0.8215845744814828, 0.4969619243000728, 0.7613610280776727, 0.2848839316209677, 0.722243498035642]","[0.9568454177318744, 0.4487224903283573, 0.10811959495193824, 0.695845507660823, 0.11036829647850943]",LDEG,LDEG,LDEG,GDEG,LDEG,LDEG,LDEG,LDEG,GDEG,LDEG
4,10,10,10,2,Time,0.3345698035383716,Nodes on fire,0.06408004588785521,4.66900110244751,"[0.8235788047641961, 0.880553873832568, 0.26713546939646604, 0.8417651642232791, 0.910482606542289]","[0.3157629469183696, 0.09584913103032966, 0.16823218704527598, 0.33197114325592736, 0.32922625382699244]","[0.8883064435172114, 0.13385043792705975, 0.6605263775615069, 0.42510949480736326, 0.1269156867032979]","[0.8149016655127415, 0.6172286191922092, 0.17999200963552375, 0.8272720298480267, 0.6801306821218727]","[0.8053354875407556, 0.11795689880152194, 0.4711807034539859, 0.37521657858233115, 0.41513935560699455]","[0.3444187364291835, 0.3311497948482064, 0.9419175119022697, 0.1871004132972306, 0.398895012559192]","[0.7792992799442306, 0.8221321693188108, 0.09686303143062736, 0.5981724383714819, 0.12823910000531136]","[0.6385296551417786, 0.05663449148461763, 0.9275871291278937, 0.25202474511330875, 0.8340829871851474]","[0.4332781451989369, 0.5474079643597155, 0.543655159705117, 0.9804180636924648, 0.5310579950393787]","[0.569777744401197, 0.06847061207293592, 0.3631445564833069, 0.39652477823495924, 0.008928208244883606]",LDEG,LDEG,LDEG,LDEG,LDEG,GDEG,LDEG,GDEG,GDEG,LDEG
5,10,10,10,2,Time,0.2812706407632143,Nodes on fire,0.07783918449561267,4.66900110244751,"[0.5190953355236572, 0.06130145717874291, 0.07665169258975668, 0.71967739636611, 0.5430634811848524]","[0.9028173133449464, 0.9524193287285467, 0.35302286694636476, 0.9293014519237988, 0.1594289197922758]","[0.9257467152506617, 0.1750258287862133, 0.5962859983188779, 0.10315511008661737, 0.4652751224944177]","[0.8773015440870319, 0.16588551660358364, 0.5916010460721001, 0.9196055234865315, 0.31936497214552206]","[0.5414474259318139, 0.7999421452261063, 0.6745315750274087, 0.5694378177694943, 0.4196080854679727]","[0.7159177950903188, 0.18620387621456946, 0.4869465738808215, 0.26724277082135783, 0.445723300712319]","[0.4703494934165292, 0.9661527260788441, 0.9671793150318051, 0.7073588160428517, 0.9935426768665133]","[0.6302254697096876, 0.5432765134390677, 0.5107248102142624, 0.9281451451646868, 0.41629489513276074]","[0.28004318148727403, 0.8068797704638602, 0.5455252786358826, 0.7945489867148606, 0.38247681122587074]","[0.029872913548117053, 0.04277635774379884, 0.9794498938050936, 0.8771727467829382, 0.42643762557509646]",LDEG,GDEG,LDEG,GDEG,LDEG,GDEG,LDEG,LDEG,GDEG,LDEG
